Hand_L, , ,Hand_R, , 
-0.3645523,0.1976297,-1.623406,0.3884614,0.2251404,-1.600839
-0.3645523,0.1976297,-1.623406,0.3884614,0.2251404,-1.600839
-0.3645523,0.1976297,-1.623406,0.3884614,0.2251404,-1.600839
-0.3838384,0.1710332,-1.607033,0.4089033,0.1774194,-1.578283
-0.3838384,0.1710332,-1.607033,0.4089033,0.1774194,-1.578283
-0.4074771,0.07370085,-1.573612,0.4368438,0.07464547,-1.533967
-0.4074771,0.07370085,-1.573612,0.4368438,0.07464547,-1.533967
-0.4136297,0.04706185,-1.568272,0.458859,0.04690516,-1.525445
-0.4136297,0.04706185,-1.568272,0.458859,0.04690516,-1.525445
-0.4136297,0.04706185,-1.568272,0.458859,0.04690516,-1.525445
-0.4136297,0.04706185,-1.568272,0.458859,0.04690516,-1.525445
-0.4191641,0.007437998,-1.556954,0.456104,-0.009169866,-1.499206
-0.4191641,0.007437998,-1.556954,0.456104,-0.009169866,-1.499206
-0.4146592,-0.0433116,-1.542448,0.4597592,-0.06446287,-1.489776
-0.4146592,-0.0433116,-1.542448,0.4597592,-0.06446287,-1.489776
-0.3721199,-0.1263453,-1.52057,0.4551141,-0.05082299,-1.479994
-0.3721199,-0.1263453,-1.52057,0.4551141,-0.05082299,-1.479994
-0.3721199,-0.1263453,-1.52057,0.4551141,-0.05082299,-1.479994
-0.3721199,-0.1263453,-1.52057,0.4551141,-0.05082299,-1.479994
-0.3702956,-0.1481119,-1.524455,0.3625199,-0.2194064,-1.479755
-0.3702956,-0.1481119,-1.524455,0.3625199,-0.2194064,-1.479755
-0.3080435,-0.2261332,-1.50964,0.3096596,-0.2834842,-1.501782
-0.3080435,-0.2261332,-1.50964,0.3096596,-0.2834842,-1.501782
-0.3031332,-0.2501678,-1.503077,0.267479,-0.3004013,-1.509984
-0.3031332,-0.2501678,-1.503077,0.267479,-0.3004013,-1.509984
-0.3031332,-0.2501678,-1.503077,0.267479,-0.3004013,-1.509984
-0.3031332,-0.2501678,-1.503077,0.267479,-0.3004013,-1.509984
-0.265794,-0.2818937,-1.504298,0.2415432,-0.3239611,-1.524093
-0.265794,-0.2818937,-1.504298,0.2415432,-0.3239611,-1.524093
-0.2619047,-0.3081228,-1.501742,0.2232359,-0.3419443,-1.541687
-0.2619047,-0.3081228,-1.501742,0.2232359,-0.3419443,-1.541687
