Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.8379628,0.5714994,-2.465246,0.5952033,0.5980985,-2.497237,-0.2939513,0.3195377,-2.647933,0.07011615,0.3072641,-2.652575
-0.8379628,0.5714994,-2.465246,0.5952033,0.5980985,-2.497237,-0.2939513,0.3195377,-2.647933,0.07011615,0.3072641,-2.652575
-0.8344044,0.5257363,-2.455664,0.6060904,0.5578445,-2.510889,-0.2935372,0.3186546,-2.649123,0.07056275,0.3070181,-2.652879
-0.8344044,0.5257363,-2.455664,0.6060904,0.5578445,-2.510889,-0.2935372,0.3186546,-2.649123,0.07056275,0.3070181,-2.652879
-0.8415944,0.4094616,-2.453333,0.640072,0.4712614,-2.527156,-0.2925903,0.3178346,-2.648847,0.07150395,0.3062814,-2.653376
-0.8415944,0.4094616,-2.453333,0.640072,0.4712614,-2.527156,-0.2925903,0.3178346,-2.648847,0.07150395,0.3062814,-2.653376
-0.8648873,0.3101159,-2.474533,0.6704017,0.3805884,-2.544196,-0.2931697,0.3176422,-2.644167,0.07096234,0.3069316,-2.647512
-0.8648873,0.3101159,-2.474533,0.6704017,0.3805884,-2.544196,-0.2931697,0.3176422,-2.644167,0.07096234,0.3069316,-2.647512
-0.8710763,0.2228428,-2.48653,0.6731657,0.2894834,-2.572769,-0.2928874,0.3184846,-2.642388,0.07123069,0.307819,-2.647102
-0.8710763,0.2228428,-2.48653,0.6731657,0.2894834,-2.572769,-0.2928874,0.3184846,-2.642388,0.07123069,0.307819,-2.647102
-0.8710763,0.2228428,-2.48653,0.6731657,0.2894834,-2.572769,-0.2928874,0.3184846,-2.642388,0.07123069,0.307819,-2.647102
-0.8710763,0.2228428,-2.48653,0.6731657,0.2894834,-2.572769,-0.2928874,0.3184846,-2.642388,0.07123069,0.307819,-2.647102
-0.8366699,0.1264803,-2.494467,0.6681348,0.2169421,-2.587724,-0.2918161,0.3200023,-2.645879,0.07224477,0.3080133,-2.651681
-0.8366699,0.1264803,-2.494467,0.6681348,0.2169421,-2.587724,-0.2918161,0.3200023,-2.645879,0.07224477,0.3080133,-2.651681
