Hand_R, , ,Elbow_R, , ,Shoulder_R, , 
-0.1100281,0.3214054,-2.281775,0.1443494,0.2243846,-2.342292,0.1662035,0.2963563,-2.598569
-0.1100281,0.3214054,-2.281775,0.1443494,0.2243846,-2.342292,0.1662035,0.2963563,-2.598569
-0.1174773,0.2338181,-2.290519,0.1412017,0.1846667,-2.361896,0.1662037,0.296431,-2.59849
-0.1174773,0.2338181,-2.290519,0.1412017,0.1846667,-2.361896,0.1662037,0.296431,-2.59849
-0.1041541,0.1418959,-2.316728,0.1468754,0.1615164,-2.377269,0.166226,0.2964866,-2.598035
-0.1041541,0.1418959,-2.316728,0.1468754,0.1615164,-2.377269,0.166226,0.2964866,-2.598035
-0.08930219,0.0246626,-2.352069,0.1533587,0.1331213,-2.396884,0.1662579,0.2965382,-2.597649
-0.08930219,0.0246626,-2.352069,0.1533587,0.1331213,-2.396884,0.1662579,0.2965382,-2.597649
-0.06516093,-0.05281417,-2.363441,0.1552296,0.1092532,-2.416258,0.1662549,0.2965856,-2.59759
-0.06516093,-0.05281417,-2.363441,0.1552296,0.1092532,-2.416258,0.1662549,0.2965856,-2.59759
-0.02527487,-0.1050836,-2.378814,0.1600506,0.09496146,-2.435885,0.1662678,0.2965975,-2.59745
-0.02527487,-0.1050836,-2.378814,0.1600506,0.09496146,-2.435885,0.1662678,0.2965975,-2.59745
0.03008296,-0.1639094,-2.407751,0.1662482,0.079932,-2.454114,0.1662674,0.296611,-2.597435
0.03008296,-0.1639094,-2.407751,0.1662482,0.079932,-2.454114,0.1662674,0.296611,-2.597435
0.06498019,-0.1861497,-2.417361,0.1760537,0.06725271,-2.473294,0.1662943,0.2966773,-2.597406
0.06498019,-0.1861497,-2.417361,0.1760537,0.06725271,-2.473294,0.1662943,0.2966773,-2.597406
0.1116412,-0.2101864,-2.427192,0.1859424,0.05666329,-2.489271,0.166299,0.2967454,-2.597368
0.1116412,-0.2101864,-2.427192,0.1859424,0.05666329,-2.489271,0.166299,0.2967454,-2.597368
0.1116412,-0.2101864,-2.427192,0.1859424,0.05666329,-2.489271,0.166299,0.2967454,-2.597368
0.1680352,-0.2280141,-2.43046,0.2008203,0.04515968,-2.505283,0.1663024,0.2968101,-2.597371
0.1680352,-0.2280141,-2.43046,0.2008203,0.04515968,-2.505283,0.1663024,0.2968101,-2.597371
0.2352362,-0.2352185,-2.433048,0.2160026,0.03531461,-2.523338,0.1663067,0.2968302,-2.597349
0.2352362,-0.2352185,-2.433048,0.2160026,0.03531461,-2.523338,0.1663067,0.2968302,-2.597349
0.2352362,-0.2352185,-2.433048,0.2160026,0.03531461,-2.523338,0.1663067,0.2968302,-2.597349
0.2352362,-0.2352185,-2.433048,0.2160026,0.03531461,-2.523338,0.1663067,0.2968302,-2.597349
0.3177216,-0.2235249,-2.429347,0.2337531,0.03011997,-2.535857,0.1663032,0.2968452,-2.59734
0.3177216,-0.2235249,-2.429347,0.2337531,0.03011997,-2.535857,0.1663032,0.2968452,-2.59734
0.3916202,-0.1961215,-2.426266,0.2580815,0.03209249,-2.543715,0.1662685,0.2969197,-2.597333
0.3916202,-0.1961215,-2.426266,0.2580815,0.03209249,-2.543715,0.1662685,0.2969197,-2.597333
0.4453008,-0.1635538,-2.421882,0.2803958,0.03893192,-2.547808,0.1662597,0.2969367,-2.597339
0.4453008,-0.1635538,-2.421882,0.2803958,0.03893192,-2.547808,0.1662597,0.2969367,-2.597339
0.4872452,-0.1118742,-2.41089,0.299785,0.0521859,-2.550231,0.1662558,0.2969459,-2.597341
0.4872452,-0.1118742,-2.41089,0.299785,0.0521859,-2.550231,0.1662558,0.2969459,-2.597341
0.5252798,-0.0558832,-2.394474,0.3192153,0.06838673,-2.550364,0.1662325,0.2970431,-2.597384
0.5252798,-0.0558832,-2.394474,0.3192153,0.06838673,-2.550364,0.1662325,0.2970431,-2.597384
0.5627853,0.008787404,-2.378259,0.3373853,0.08964515,-2.544536,0.1662074,0.2972144,-2.597432
0.5627853,0.008787404,-2.378259,0.3373853,0.08964515,-2.544536,0.1662074,0.2972144,-2.597432
0.5627853,0.008787404,-2.378259,0.3373853,0.08964515,-2.544536,0.1662074,0.2972144,-2.597432
0.5627853,0.008787404,-2.378259,0.3373853,0.08964515,-2.544536,0.1662074,0.2972144,-2.597432
0.6046547,0.08470822,-2.358338,0.3600733,0.114336,-2.529284,0.1661819,0.2974138,-2.597419
0.6046547,0.08470822,-2.358338,0.3600733,0.114336,-2.529284,0.1661819,0.2974138,-2.597419
0.6314802,0.1544042,-2.326676,0.3851702,0.1418384,-2.507288,0.1661836,0.2974611,-2.597395
0.6314802,0.1544042,-2.326676,0.3851702,0.1418384,-2.507288,0.1661836,0.2974611,-2.597395
0.6387985,0.2076683,-2.306931,0.397002,0.160911,-2.491307,0.1661839,0.297481,-2.597379
0.6387985,0.2076683,-2.306931,0.397002,0.160911,-2.491307,0.1661839,0.297481,-2.597379
0.6283282,0.2708066,-2.28163,0.4035038,0.180067,-2.47359,0.1661836,0.2975008,-2.597365
0.6283282,0.2708066,-2.28163,0.4035038,0.180067,-2.47359,0.1661836,0.2975008,-2.597365
0.5992063,0.3300266,-2.256022,0.4043989,0.2021878,-2.454393,0.1661846,0.297533,-2.59735
0.5992063,0.3300266,-2.256022,0.4043989,0.2021878,-2.454393,0.1661846,0.297533,-2.59735
0.5522212,0.3794305,-2.236279,0.4001672,0.215482,-2.443932,0.1661863,0.297554,-2.597288
0.5522212,0.3794305,-2.236279,0.4001672,0.215482,-2.443932,0.1661863,0.297554,-2.597288
0.4895921,0.4290864,-2.210041,0.3907115,0.2333767,-2.42724,0.1661858,0.297574,-2.597239
0.4895921,0.4290864,-2.210041,0.3907115,0.2333767,-2.42724,0.1661858,0.297574,-2.597239
0.4367093,0.4633786,-2.190797,0.379179,0.2492364,-2.407826,0.1661911,0.2976442,-2.597164
0.4367093,0.4633786,-2.190797,0.379179,0.2492364,-2.407826,0.1661911,0.2976442,-2.597164
0.3800496,0.4869506,-2.180557,0.3638189,0.2615715,-2.388246,0.1662112,0.2976836,-2.597114
0.3800496,0.4869506,-2.180557,0.3638189,0.2615715,-2.388246,0.1662112,0.2976836,-2.597114
0.3800496,0.4869506,-2.180557,0.3638189,0.2615715,-2.388246,0.1662112,0.2976836,-2.597114
0.32103,0.4994778,-2.176375,0.3512132,0.268035,-2.374869,0.1662411,0.2977991,-2.596985
0.32103,0.4994778,-2.176375,0.3512132,0.268035,-2.374869,0.1662411,0.2977991,-2.596985
0.32103,0.4994778,-2.176375,0.3512132,0.268035,-2.374869,0.1662411,0.2977991,-2.596985
0.32103,0.4994778,-2.176375,0.3512132,0.268035,-2.374869,0.1662411,0.2977991,-2.596985
0.2597832,0.5044658,-2.175803,0.3375183,0.2744262,-2.3625,0.1662687,0.297876,-2.59683
0.2597832,0.5044658,-2.175803,0.3375183,0.2744262,-2.3625,0.1662687,0.297876,-2.59683
0.2086396,0.5057815,-2.175416,0.3151529,0.2798045,-2.346519,0.1663272,0.2980527,-2.596661
0.2086396,0.5057815,-2.175416,0.3151529,0.2798045,-2.346519,0.1663272,0.2980527,-2.596661
