Hand_R, , ,Shoulder_R, , 
0.2719355,0.5831435,-2.088765,0.06618743,0.2970359,-2.482677
0.2719355,0.5831435,-2.088765,0.06618743,0.2970359,-2.482677
0.2719355,0.5831435,-2.088765,0.06618743,0.2970359,-2.482677
0.2719355,0.5831435,-2.088765,0.06618743,0.2970359,-2.482677
0.3175325,0.5649309,-2.096503,0.06626689,0.2951886,-2.475818
0.3175325,0.5649309,-2.096503,0.06626689,0.2951886,-2.475818
0.3585168,0.5702516,-2.103604,0.06803709,0.2972815,-2.478369
0.3585168,0.5702516,-2.103604,0.06803709,0.2972815,-2.478369
0.3585168,0.5702516,-2.103604,0.06803709,0.2972815,-2.478369
0.3585168,0.5702516,-2.103604,0.06803709,0.2972815,-2.478369
0.4088627,0.555056,-2.109537,0.07133637,0.2964951,-2.484116
0.4088627,0.555056,-2.109537,0.07133637,0.2964951,-2.484116
0.4537543,0.5170281,-2.132187,0.07080913,0.2997331,-2.488075
0.4537543,0.5170281,-2.132187,0.07080913,0.2997331,-2.488075
0.4537543,0.5170281,-2.132187,0.07080913,0.2997331,-2.488075
0.4537543,0.5170281,-2.132187,0.07080913,0.2997331,-2.488075
0.5207076,0.3242398,-2.169319,0.0764888,0.2945058,-2.493268
0.5207076,0.3242398,-2.169319,0.0764888,0.2945058,-2.493268
0.5207076,0.3242398,-2.169319,0.0764888,0.2945058,-2.493268
0.5207076,0.3242398,-2.169319,0.0764888,0.2945058,-2.493268
0.529168,0.2293649,-2.189818,0.07794365,0.2963836,-2.49862
0.529168,0.2293649,-2.189818,0.07794365,0.2963836,-2.49862
0.5262064,0.1521149,-2.211349,0.08048762,0.2987716,-2.503482
0.5262064,0.1521149,-2.211349,0.08048762,0.2987716,-2.503482
0.5093262,0.06943808,-2.220358,0.07934839,0.2980407,-2.507161
0.5093262,0.06943808,-2.220358,0.07934839,0.2980407,-2.507161
0.4815502,0.0005661337,-2.214003,0.07893117,0.3004086,-2.507848
0.4815502,0.0005661337,-2.214003,0.07893117,0.3004086,-2.507848
0.4280967,-0.0686354,-2.246075,0.07879788,0.2967973,-2.505574
0.4280967,-0.0686354,-2.246075,0.07879788,0.2967973,-2.505574
0.4280967,-0.0686354,-2.246075,0.07879788,0.2967973,-2.505574
0.3669906,-0.1226005,-2.262811,0.07822679,0.2968948,-2.503795
