Hand_R, , ,Elbow_R, , ,Body, , 
0.2958232,0.3395678,-1.652565,0.2503818,0.1053566,-1.810933,-0.08628404,-0.2584447,-2.058442
0.2958232,0.3395678,-1.652565,0.2503818,0.1053566,-1.810933,-0.08628404,-0.2584447,-2.058442
0.2958232,0.3395678,-1.652565,0.2503818,0.1053566,-1.810933,-0.08628404,-0.2584447,-2.058442
0.2958232,0.3395678,-1.652565,0.2503818,0.1053566,-1.810933,-0.08628404,-0.2584447,-2.058442
0.326304,0.3351626,-1.662338,0.2654379,0.0971168,-1.812011,-0.08738392,-0.2582269,-2.058769
0.326304,0.3351626,-1.662338,0.2654379,0.0971168,-1.812011,-0.08738392,-0.2582269,-2.058769
0.326304,0.3351626,-1.662338,0.2654379,0.0971168,-1.812011,-0.08738392,-0.2582269,-2.058769
0.326304,0.3351626,-1.662338,0.2654379,0.0971168,-1.812011,-0.08738392,-0.2582269,-2.058769
0.3828903,0.3106856,-1.677613,0.2838566,0.08059767,-1.819073,-0.08868586,-0.2568788,-2.060261
0.3828903,0.3106856,-1.677613,0.2838566,0.08059767,-1.819073,-0.08868586,-0.2568788,-2.060261
0.3828903,0.3106856,-1.677613,0.2838566,0.08059767,-1.819073,-0.08868586,-0.2568788,-2.060261
0.3828903,0.3106856,-1.677613,0.2838566,0.08059767,-1.819073,-0.08868586,-0.2568788,-2.060261
0.4431619,0.2568918,-1.686856,0.3077149,0.04799928,-1.830467,-0.08995034,-0.2586801,-2.060026
0.4431619,0.2568918,-1.686856,0.3077149,0.04799928,-1.830467,-0.08995034,-0.2586801,-2.060026
0.4826314,0.1965099,-1.697379,0.3169927,0.02105893,-1.848082,-0.09220563,-0.261581,-2.058881
0.4826314,0.1965099,-1.697379,0.3169927,0.02105893,-1.848082,-0.09220563,-0.261581,-2.058881
0.4826314,0.1965099,-1.697379,0.3169927,0.02105893,-1.848082,-0.09220563,-0.261581,-2.058881
0.4826314,0.1965099,-1.697379,0.3169927,0.02105893,-1.848082,-0.09220563,-0.261581,-2.058881
0.5309183,0.1077971,-1.704467,0.3355816,-0.0248326,-1.857641,-0.09229257,-0.2600656,-2.061095
0.5309183,0.1077971,-1.704467,0.3355816,-0.0248326,-1.857641,-0.09229257,-0.2600656,-2.061095
0.5579758,0.03412217,-1.71132,0.3412837,-0.06282349,-1.860964,-0.09248317,-0.2625383,-2.060058
0.5579758,0.03412217,-1.71132,0.3412837,-0.06282349,-1.860964,-0.09248317,-0.2625383,-2.060058
0.5579758,0.03412217,-1.71132,0.3412837,-0.06282349,-1.860964,-0.09248317,-0.2625383,-2.060058
0.5579758,0.03412217,-1.71132,0.3412837,-0.06282349,-1.860964,-0.09248317,-0.2625383,-2.060058
0.5579758,0.03412217,-1.71132,0.3412837,-0.06282349,-1.860964,-0.09248317,-0.2625383,-2.060058
0.5718979,-0.08330072,-1.712454,0.3398194,-0.1196656,-1.869542,-0.09107496,-0.2614171,-2.061888
0.5718979,-0.08330072,-1.712454,0.3398194,-0.1196656,-1.869542,-0.09107496,-0.2614171,-2.061888
0.5718979,-0.08330072,-1.712454,0.3398194,-0.1196656,-1.869542,-0.09107496,-0.2614171,-2.061888
0.5718979,-0.08330072,-1.712454,0.3398194,-0.1196656,-1.869542,-0.09107496,-0.2614171,-2.061888
0.543626,-0.2197133,-1.705319,0.3265055,-0.1785104,-1.884906,-0.09244099,-0.2627206,-2.062151
0.543626,-0.2197133,-1.705319,0.3265055,-0.1785104,-1.884906,-0.09244099,-0.2627206,-2.062151
0.5064262,-0.2964341,-1.70372,0.3088767,-0.2121147,-1.897364,-0.09212554,-0.2617217,-2.063086
0.5064262,-0.2964341,-1.70372,0.3088767,-0.2121147,-1.897364,-0.09212554,-0.2617217,-2.063086
0.5064262,-0.2964341,-1.70372,0.3088767,-0.2121147,-1.897364,-0.09212554,-0.2617217,-2.063086
0.5064262,-0.2964341,-1.70372,0.3088767,-0.2121147,-1.897364,-0.09212554,-0.2617217,-2.063086
0.4395706,-0.3966929,-1.707055,0.278175,-0.2580533,-1.905901,-0.09234789,-0.2610828,-2.063944
0.4395706,-0.3966929,-1.707055,0.278175,-0.2580533,-1.905901,-0.09234789,-0.2610828,-2.063944
0.4395706,-0.3966929,-1.707055,0.278175,-0.2580533,-1.905901,-0.09234789,-0.2610828,-2.063944
0.4395706,-0.3966929,-1.707055,0.278175,-0.2580533,-1.905901,-0.09234789,-0.2610828,-2.063944
0.3423353,-0.4781331,-1.706244,0.2363438,-0.3001166,-1.913955,-0.09055346,-0.2604125,-2.064637
0.3423353,-0.4781331,-1.706244,0.2363438,-0.3001166,-1.913955,-0.09055346,-0.2604125,-2.064637
0.2715849,-0.5168515,-1.705412,0.2039449,-0.3187194,-1.91422,-0.0880725,-0.2575426,-2.065818
0.2715849,-0.5168515,-1.705412,0.2039449,-0.3187194,-1.91422,-0.0880725,-0.2575426,-2.065818
0.2715849,-0.5168515,-1.705412,0.2039449,-0.3187194,-1.91422,-0.0880725,-0.2575426,-2.065818
0.2715849,-0.5168515,-1.705412,0.2039449,-0.3187194,-1.91422,-0.0880725,-0.2575426,-2.065818
0.1769166,-0.5349602,-1.694428,0.1530492,-0.3257369,-1.903476,-0.08530926,-0.2564998,-2.067098
0.1769166,-0.5349602,-1.694428,0.1530492,-0.3257369,-1.903476,-0.08530926,-0.2564998,-2.067098
0.1769166,-0.5349602,-1.694428,0.1530492,-0.3257369,-1.903476,-0.08530926,-0.2564998,-2.067098
0.1769166,-0.5349602,-1.694428,0.1530492,-0.3257369,-1.903476,-0.08530926,-0.2564998,-2.067098
0.07278425,-0.5057713,-1.664409,0.1178405,-0.3183421,-1.888047,-0.0859605,-0.2579451,-2.065384
0.07278425,-0.5057713,-1.664409,0.1178405,-0.3183421,-1.888047,-0.0859605,-0.2579451,-2.065384
0.002963162,-0.471399,-1.639645,0.09376492,-0.3073289,-1.867861,-0.08659287,-0.2564253,-2.064321
0.002963162,-0.471399,-1.639645,0.09376492,-0.3073289,-1.867861,-0.08659287,-0.2564253,-2.064321
0.002963162,-0.471399,-1.639645,0.09376492,-0.3073289,-1.867861,-0.08659287,-0.2564253,-2.064321
0.002963162,-0.471399,-1.639645,0.09376492,-0.3073289,-1.867861,-0.08659287,-0.2564253,-2.064321
-0.05325305,-0.3900118,-1.621656,0.07214101,-0.2687159,-1.852624,-0.08844454,-0.2594745,-2.060753
-0.05325305,-0.3900118,-1.621656,0.07214101,-0.2687159,-1.852624,-0.08844454,-0.2594745,-2.060753
-0.07500074,-0.3321351,-1.609705,0.05737269,-0.2389958,-1.840498,-0.08908721,-0.2616655,-2.059618
-0.07500074,-0.3321351,-1.609705,0.05737269,-0.2389958,-1.840498,-0.08908721,-0.2616655,-2.059618
-0.07500074,-0.3321351,-1.609705,0.05737269,-0.2389958,-1.840498,-0.08908721,-0.2616655,-2.059618
-0.07500074,-0.3321351,-1.609705,0.05737269,-0.2389958,-1.840498,-0.08908721,-0.2616655,-2.059618
-0.1257079,-0.2393328,-1.58426,0.03696283,-0.1966168,-1.804558,-0.09232632,-0.2608761,-2.060844
-0.1257079,-0.2393328,-1.58426,0.03696283,-0.1966168,-1.804558,-0.09232632,-0.2608761,-2.060844
-0.1257079,-0.2393328,-1.58426,0.03696283,-0.1966168,-1.804558,-0.09232632,-0.2608761,-2.060844
-0.1567226,-0.1676958,-1.572319,0.02446922,-0.1626394,-1.781367,-0.09332546,-0.2608539,-2.06149
-0.1567226,-0.1676958,-1.572319,0.02446922,-0.1626394,-1.781367,-0.09332546,-0.2608539,-2.06149
-0.1567226,-0.1676958,-1.572319,0.02446922,-0.1626394,-1.781367,-0.09332546,-0.2608539,-2.06149
-0.1567226,-0.1676958,-1.572319,0.02446922,-0.1626394,-1.781367,-0.09332546,-0.2608539,-2.06149
-0.1556882,-0.06688796,-1.559145,0.021703,-0.1083945,-1.764986,-0.09072873,-0.2615823,-2.065954
-0.1556882,-0.06688796,-1.559145,0.021703,-0.1083945,-1.764986,-0.09072873,-0.2615823,-2.065954
-0.1375585,0.04504733,-1.550912,0.02607933,-0.04604512,-1.751877,-0.09252632,-0.2561744,-2.066722
-0.1375585,0.04504733,-1.550912,0.02607933,-0.04604512,-1.751877,-0.09252632,-0.2561744,-2.066722
-0.1375585,0.04504733,-1.550912,0.02607933,-0.04604512,-1.751877,-0.09252632,-0.2561744,-2.066722
-0.1375585,0.04504733,-1.550912,0.02607933,-0.04604512,-1.751877,-0.09252632,-0.2561744,-2.066722
-0.1176238,0.1158877,-1.552782,0.03460852,-0.008430543,-1.746691,-0.09493396,-0.2548148,-2.066145
-0.1176238,0.1158877,-1.552782,0.03460852,-0.008430543,-1.746691,-0.09493396,-0.2548148,-2.066145
-0.1176238,0.1158877,-1.552782,0.03460852,-0.008430543,-1.746691,-0.09493396,-0.2548148,-2.066145
-0.1176238,0.1158877,-1.552782,0.03460852,-0.008430543,-1.746691,-0.09493396,-0.2548148,-2.066145
-0.08711104,0.1924506,-1.565275,0.05476277,0.03720402,-1.745412,-0.1013802,-0.2800459,-2.067069
-0.08711104,0.1924506,-1.565275,0.05476277,0.03720402,-1.745412,-0.1013802,-0.2800459,-2.067069
-0.06103087,0.2426783,-1.574505,0.06677806,0.06294931,-1.747221,-0.09562758,-0.3030626,-2.066915
-0.06103087,0.2426783,-1.574505,0.06677806,0.06294931,-1.747221,-0.09562758,-0.3030626,-2.066915
-0.06103087,0.2426783,-1.574505,0.06677806,0.06294931,-1.747221,-0.09562758,-0.3030626,-2.066915
-0.06103087,0.2426783,-1.574505,0.06677806,0.06294931,-1.747221,-0.09562758,-0.3030626,-2.066915
-0.01490373,0.2978968,-1.590072,0.08911572,0.09469482,-1.756282,-0.09044488,-0.311162,-2.065158
-0.01490373,0.2978968,-1.590072,0.08911572,0.09469482,-1.756282,-0.09044488,-0.311162,-2.065158
-0.01490373,0.2978968,-1.590072,0.08911572,0.09469482,-1.756282,-0.09044488,-0.311162,-2.065158
-0.01490373,0.2978968,-1.590072,0.08911572,0.09469482,-1.756282,-0.09044488,-0.311162,-2.065158
0.03416291,0.3365379,-1.609655,0.117825,0.1168859,-1.769009,-0.08424819,-0.316093,-2.061538
0.03416291,0.3365379,-1.609655,0.117825,0.1168859,-1.769009,-0.08424819,-0.316093,-2.061538
0.08018593,0.3675952,-1.623569,0.1377526,0.1330736,-1.776392,-0.08649388,-0.2761095,-2.061097
0.08018593,0.3675952,-1.623569,0.1377526,0.1330736,-1.776392,-0.08649388,-0.2761095,-2.061097
0.08018593,0.3675952,-1.623569,0.1377526,0.1330736,-1.776392,-0.08649388,-0.2761095,-2.061097
0.08018593,0.3675952,-1.623569,0.1377526,0.1330736,-1.776392,-0.08649388,-0.2761095,-2.061097
0.105342,0.3801382,-1.627974,0.1490272,0.1404964,-1.782655,-0.08522301,-0.2635654,-2.061087
0.105342,0.3801382,-1.627974,0.1490272,0.1404964,-1.782655,-0.08522301,-0.2635654,-2.061087
0.1342427,0.386308,-1.641439,0.1591745,0.1431549,-1.79153,-0.08735254,-0.2594631,-2.064697
0.1342427,0.386308,-1.641439,0.1591745,0.1431549,-1.79153,-0.08735254,-0.2594631,-2.064697
0.1342427,0.386308,-1.641439,0.1591745,0.1431549,-1.79153,-0.08735254,-0.2594631,-2.064697
0.1342427,0.386308,-1.641439,0.1591745,0.1431549,-1.79153,-0.08735254,-0.2594631,-2.064697
0.148874,0.387747,-1.64459,0.1677847,0.1445196,-1.793506,-0.08863432,-0.2604407,-2.066357
0.148874,0.387747,-1.64459,0.1677847,0.1445196,-1.793506,-0.08863432,-0.2604407,-2.066357
0.148874,0.387747,-1.64459,0.1677847,0.1445196,-1.793506,-0.08863432,-0.2604407,-2.066357
0.148874,0.387747,-1.64459,0.1677847,0.1445196,-1.793506,-0.08863432,-0.2604407,-2.066357
0.148874,0.387747,-1.64459,0.1677847,0.1445196,-1.793506,-0.08863432,-0.2604407,-2.066357
0.1674623,0.3888443,-1.647711,0.1709827,0.1441848,-1.79744,-0.08896065,-0.2625436,-2.067502
0.1674623,0.3888443,-1.647711,0.1709827,0.1441848,-1.79744,-0.08896065,-0.2625436,-2.067502
