Hand_R, , ,Elbow_R, , ,Shoulder_R, , 
-0.09633155,0.2067134,-2.295547,0.1466523,0.1722291,-2.369349,0.170156,0.2885984,-2.594332
-0.09633155,0.2067134,-2.295547,0.1466523,0.1722291,-2.369349,0.170156,0.2885984,-2.594332
-0.09633155,0.2067134,-2.295547,0.1466523,0.1722291,-2.369349,0.170156,0.2885984,-2.594332
-0.09633155,0.2067134,-2.295547,0.1466523,0.1722291,-2.369349,0.170156,0.2885984,-2.594332
-0.09633155,0.2067134,-2.295547,0.1466523,0.1722291,-2.369349,0.170156,0.2885984,-2.594332
-0.08782247,0.1017342,-2.322447,0.1565488,0.145304,-2.39269,0.170121,0.2888411,-2.594423
-0.08782247,0.1017342,-2.322447,0.1565488,0.145304,-2.39269,0.170121,0.2888411,-2.594423
-0.07945909,0.0271597,-2.346101,0.1603122,0.1278304,-2.408077,0.1700985,0.2889421,-2.594434
-0.07945909,0.0271597,-2.346101,0.1603122,0.1278304,-2.408077,0.1700985,0.2889421,-2.594434
-0.06186807,-0.04554034,-2.370495,0.1606505,0.1105021,-2.425435,0.1700806,0.2890603,-2.594457
-0.06186807,-0.04554034,-2.370495,0.1606505,0.1105021,-2.425435,0.1700806,0.2890603,-2.594457
-0.01620525,-0.1174818,-2.396294,0.1621615,0.09700187,-2.441118,0.1700661,0.2892329,-2.594518
-0.01620525,-0.1174818,-2.396294,0.1621615,0.09700187,-2.441118,0.1700661,0.2892329,-2.594518
-0.01620525,-0.1174818,-2.396294,0.1621615,0.09700187,-2.441118,0.1700661,0.2892329,-2.594518
-0.01620525,-0.1174818,-2.396294,0.1621615,0.09700187,-2.441118,0.1700661,0.2892329,-2.594518
0.08110657,-0.1910013,-2.407066,0.1728541,0.06710359,-2.476324,0.17004,0.2895977,-2.594654
0.08110657,-0.1910013,-2.407066,0.1728541,0.06710359,-2.476324,0.17004,0.2895977,-2.594654
0.08110657,-0.1910013,-2.407066,0.1728541,0.06710359,-2.476324,0.17004,0.2895977,-2.594654
0.08110657,-0.1910013,-2.407066,0.1728541,0.06710359,-2.476324,0.17004,0.2895977,-2.594654
0.1356335,-0.2173741,-2.408471,0.1820741,0.05150892,-2.49107,0.1700163,0.289752,-2.594654
0.1356335,-0.2173741,-2.408471,0.1820741,0.05150892,-2.49107,0.1700163,0.289752,-2.594654
0.1918751,-0.2285592,-2.408641,0.1980436,0.03784533,-2.506494,0.1699464,0.2900407,-2.5948
0.1918751,-0.2285592,-2.408641,0.1980436,0.03784533,-2.506494,0.1699464,0.2900407,-2.5948
0.262668,-0.2152438,-2.408827,0.2138296,0.03157098,-2.52354,0.1699022,0.2901101,-2.594811
0.262668,-0.2152438,-2.408827,0.2138296,0.03157098,-2.52354,0.1699022,0.2901101,-2.594811
0.3174739,-0.1915239,-2.420884,0.2288375,0.03361903,-2.538697,0.1697479,0.2903401,-2.595034
0.3174739,-0.1915239,-2.420884,0.2288375,0.03361903,-2.538697,0.1697479,0.2903401,-2.595034
0.3174739,-0.1915239,-2.420884,0.2288375,0.03361903,-2.538697,0.1697479,0.2903401,-2.595034
0.3787678,-0.1556606,-2.422604,0.2469615,0.04121068,-2.549294,0.1697055,0.2903728,-2.59504
0.3787678,-0.1556606,-2.422604,0.2469615,0.04121068,-2.549294,0.1697055,0.2903728,-2.59504
0.4371712,-0.1092201,-2.413136,0.2693814,0.0533477,-2.555759,0.1696577,0.2904011,-2.595037
0.4371712,-0.1092201,-2.413136,0.2693814,0.0533477,-2.555759,0.1696577,0.2904011,-2.595037
0.4822956,-0.06217607,-2.407018,0.2869641,0.06486981,-2.558389,0.1695473,0.2905446,-2.595075
0.4822956,-0.06217607,-2.407018,0.2869641,0.06486981,-2.558389,0.1695473,0.2905446,-2.595075
0.5345359,0.007888184,-2.387082,0.3129064,0.08384512,-2.556313,0.169407,0.2907526,-2.59521
0.5345359,0.007888184,-2.387082,0.3129064,0.08384512,-2.556313,0.169407,0.2907526,-2.59521
0.5345359,0.007888184,-2.387082,0.3129064,0.08384512,-2.556313,0.169407,0.2907526,-2.59521
0.5345359,0.007888184,-2.387082,0.3129064,0.08384512,-2.556313,0.169407,0.2907526,-2.59521
0.5811048,0.08670295,-2.360225,0.339092,0.1020314,-2.544507,0.169308,0.2908899,-2.595345
0.5811048,0.08670295,-2.360225,0.339092,0.1020314,-2.544507,0.169308,0.2908899,-2.595345
0.6064709,0.1509736,-2.34247,0.3612187,0.123913,-2.525645,0.1692279,0.2909929,-2.595445
0.6064709,0.1509736,-2.34247,0.3612187,0.123913,-2.525645,0.1692279,0.2909929,-2.595445
0.6122048,0.2078784,-2.32621,0.3749285,0.147288,-2.508786,0.1690972,0.2912516,-2.59561
0.6122048,0.2078784,-2.32621,0.3749285,0.147288,-2.508786,0.1690972,0.2912516,-2.59561
