Hand_R, , ,Elbow_R, , ,Body, , 
-0.09394998,0.1824266,-1.439318,0.02787662,-0.03393966,-1.617423,-0.1604175,-0.1986294,-1.903439
-0.09394998,0.1824266,-1.439318,0.02787662,-0.03393966,-1.617423,-0.1604175,-0.1986294,-1.903439
-0.08988515,0.1839748,-1.436684,0.02652673,-0.03395031,-1.617491,-0.1592882,-0.200134,-1.904998
-0.08988515,0.1839748,-1.436684,0.02652673,-0.03395031,-1.617491,-0.1592882,-0.200134,-1.904998
-0.08988515,0.1839748,-1.436684,0.02652673,-0.03395031,-1.617491,-0.1592882,-0.200134,-1.904998
-0.08988515,0.1839748,-1.436684,0.02652673,-0.03395031,-1.617491,-0.1592882,-0.200134,-1.904998
-0.08759771,0.1842602,-1.435971,0.02717224,-0.03596523,-1.617613,-0.158947,-0.2000192,-1.905518
-0.08759771,0.1842602,-1.435971,0.02717224,-0.03596523,-1.617613,-0.158947,-0.2000192,-1.905518
-0.08759771,0.1842602,-1.435971,0.02717224,-0.03596523,-1.617613,-0.158947,-0.2000192,-1.905518
-0.08759771,0.1842602,-1.435971,0.02717224,-0.03596523,-1.617613,-0.158947,-0.2000192,-1.905518
-0.08788949,0.1868816,-1.438115,0.02827553,-0.03610644,-1.61819,-0.1588292,-0.1998668,-1.90749
-0.08788949,0.1868816,-1.438115,0.02827553,-0.03610644,-1.61819,-0.1588292,-0.1998668,-1.90749
-0.08498678,0.1940648,-1.442401,0.02983501,-0.03464533,-1.619194,-0.1589274,-0.1991908,-1.908942
-0.08498678,0.1940648,-1.442401,0.02983501,-0.03464533,-1.619194,-0.1589274,-0.1991908,-1.908942
-0.08498678,0.1940648,-1.442401,0.02983501,-0.03464533,-1.619194,-0.1589274,-0.1991908,-1.908942
-0.08498678,0.1940648,-1.442401,0.02983501,-0.03464533,-1.619194,-0.1589274,-0.1991908,-1.908942
-0.079517,0.2032919,-1.446419,0.03162754,-0.03280408,-1.620239,-0.1593796,-0.1988699,-1.90962
-0.079517,0.2032919,-1.446419,0.03162754,-0.03280408,-1.620239,-0.1593796,-0.1988699,-1.90962
-0.06030687,0.2245847,-1.455346,0.03943748,-0.0174952,-1.6267,-0.1595284,-0.1986612,-1.910355
-0.06030687,0.2245847,-1.455346,0.03943748,-0.0174952,-1.6267,-0.1595284,-0.1986612,-1.910355
-0.06030687,0.2245847,-1.455346,0.03943748,-0.0174952,-1.6267,-0.1595284,-0.1986612,-1.910355
-0.06030687,0.2245847,-1.455346,0.03943748,-0.0174952,-1.6267,-0.1595284,-0.1986612,-1.910355
-0.0437575,0.2424973,-1.462033,0.05150762,-0.0002422891,-1.6352,-0.159229,-0.1976078,-1.911777
-0.0437575,0.2424973,-1.462033,0.05150762,-0.0002422891,-1.6352,-0.159229,-0.1976078,-1.911777
-0.0437575,0.2424973,-1.462033,0.05150762,-0.0002422891,-1.6352,-0.159229,-0.1976078,-1.911777
-0.0437575,0.2424973,-1.462033,0.05150762,-0.0002422891,-1.6352,-0.159229,-0.1976078,-1.911777
-0.0437575,0.2424973,-1.462033,0.05150762,-0.0002422891,-1.6352,-0.159229,-0.1976078,-1.911777
-0.001025544,0.2615715,-1.477599,0.07388964,0.0156638,-1.651825,-0.1600036,-0.1959378,-1.912821
-0.001025544,0.2615715,-1.477599,0.07388964,0.0156638,-1.651825,-0.1600036,-0.1959378,-1.912821
0.06083468,0.2777011,-1.496093,0.1120045,0.03156593,-1.67403,-0.1601764,-0.1958914,-1.913296
0.06083468,0.2777011,-1.496093,0.1120045,0.03156593,-1.67403,-0.1601764,-0.1958914,-1.913296
0.06083468,0.2777011,-1.496093,0.1120045,0.03156593,-1.67403,-0.1601764,-0.1958914,-1.913296
0.06083468,0.2777011,-1.496093,0.1120045,0.03156593,-1.67403,-0.1601764,-0.1958914,-1.913296
0.1017518,0.2888482,-1.505747,0.1303615,0.0407602,-1.68589,-0.1582531,-0.2012604,-1.917604
0.1017518,0.2888482,-1.505747,0.1303615,0.0407602,-1.68589,-0.1582531,-0.2012604,-1.917604
0.1017518,0.2888482,-1.505747,0.1303615,0.0407602,-1.68589,-0.1582531,-0.2012604,-1.917604
0.1017518,0.2888482,-1.505747,0.1303615,0.0407602,-1.68589,-0.1582531,-0.2012604,-1.917604
0.1852367,0.2872874,-1.533538,0.1454746,0.0330442,-1.699646,-0.1549215,-0.2065857,-1.918698
0.1852367,0.2872874,-1.533538,0.1454746,0.0330442,-1.699646,-0.1549215,-0.2065857,-1.918698
0.2847933,0.2570936,-1.571257,0.1824988,0.007421185,-1.721635,-0.1553089,-0.2113378,-1.917364
0.2847933,0.2570936,-1.571257,0.1824988,0.007421185,-1.721635,-0.1553089,-0.2113378,-1.917364
0.2847933,0.2570936,-1.571257,0.1824988,0.007421185,-1.721635,-0.1553089,-0.2113378,-1.917364
0.2847933,0.2570936,-1.571257,0.1824988,0.007421185,-1.721635,-0.1553089,-0.2113378,-1.917364
0.3413917,0.2271029,-1.59533,0.2123253,-0.007452158,-1.756621,-0.1537442,-0.2144876,-1.916018
0.3413917,0.2271029,-1.59533,0.2123253,-0.007452158,-1.756621,-0.1537442,-0.2144876,-1.916018
0.3413917,0.2271029,-1.59533,0.2123253,-0.007452158,-1.756621,-0.1537442,-0.2144876,-1.916018
0.3413917,0.2271029,-1.59533,0.2123253,-0.007452158,-1.756621,-0.1537442,-0.2144876,-1.916018
0.4181187,0.1559336,-1.643995,0.2310692,-0.03198779,-1.795828,-0.1532823,-0.2168904,-1.911863
0.4181187,0.1559336,-1.643995,0.2310692,-0.03198779,-1.795828,-0.1532823,-0.2168904,-1.911863
0.4846008,0.06631511,-1.693085,0.2531215,-0.06281688,-1.828899,-0.1526792,-0.2225371,-1.907485
0.4846008,0.06631511,-1.693085,0.2531215,-0.06281688,-1.828899,-0.1526792,-0.2225371,-1.907485
0.5236688,0.009982955,-1.728034,0.2662174,-0.08602579,-1.844555,-0.1523002,-0.2255904,-1.90477
0.5236688,0.009982955,-1.728034,0.2662174,-0.08602579,-1.844555,-0.1523002,-0.2255904,-1.90477
0.5236688,0.009982955,-1.728034,0.2662174,-0.08602579,-1.844555,-0.1523002,-0.2255904,-1.90477
0.5236688,0.009982955,-1.728034,0.2662174,-0.08602579,-1.844555,-0.1523002,-0.2255904,-1.90477
0.5333596,-0.0950211,-1.756217,0.261815,-0.1275604,-1.86395,-0.1513742,-0.2296697,-1.90514
0.5333596,-0.0950211,-1.756217,0.261815,-0.1275604,-1.86395,-0.1513742,-0.2296697,-1.90514
0.5333596,-0.0950211,-1.756217,0.261815,-0.1275604,-1.86395,-0.1513742,-0.2296697,-1.90514
0.5333596,-0.0950211,-1.756217,0.261815,-0.1275604,-1.86395,-0.1513742,-0.2296697,-1.90514
