Hand_R, , ,Elbow_R, , ,Body, , 
0.1701176,0.3820548,-1.655475,0.172795,0.13703,-1.809319,-0.0872494,-0.2576339,-2.074012
0.1701176,0.3820548,-1.655475,0.172795,0.13703,-1.809319,-0.0872494,-0.2576339,-2.074012
0.1751037,0.3837989,-1.654395,0.1729422,0.1384121,-1.806312,-0.09049751,-0.2560892,-2.075155
0.1751037,0.3837989,-1.654395,0.1729422,0.1384121,-1.806312,-0.09049751,-0.2560892,-2.075155
0.1752862,0.3824812,-1.653082,0.1737058,0.138146,-1.806035,-0.08942385,-0.2545964,-2.074684
0.1752862,0.3824812,-1.653082,0.1737058,0.138146,-1.806035,-0.08942385,-0.2545964,-2.074684
0.1752862,0.3824812,-1.653082,0.1737058,0.138146,-1.806035,-0.08942385,-0.2545964,-2.074684
0.1752862,0.3824812,-1.653082,0.1737058,0.138146,-1.806035,-0.08942385,-0.2545964,-2.074684
0.1752862,0.3824812,-1.653082,0.1737058,0.138146,-1.806035,-0.08942385,-0.2545964,-2.074684
0.1751847,0.3856235,-1.651032,0.1732245,0.13945,-1.80388,-0.09034328,-0.2577907,-2.075228
0.1751847,0.3856235,-1.651032,0.1732245,0.13945,-1.80388,-0.09034328,-0.2577907,-2.075228
0.1751847,0.3856235,-1.651032,0.1732245,0.13945,-1.80388,-0.09034328,-0.2577907,-2.075228
0.1751847,0.3856235,-1.651032,0.1732245,0.13945,-1.80388,-0.09034328,-0.2577907,-2.075228
0.1739274,0.3818784,-1.652843,0.1737433,0.1363552,-1.805265,-0.09163666,-0.2569127,-2.075869
0.1739274,0.3818784,-1.652843,0.1737433,0.1363552,-1.805265,-0.09163666,-0.2569127,-2.075869
0.1713659,0.3774927,-1.6509,0.1732241,0.1339008,-1.80653,-0.08777957,-0.2597475,-2.074089
0.1713659,0.3774927,-1.6509,0.1732241,0.1339008,-1.80653,-0.08777957,-0.2597475,-2.074089
0.1713659,0.3774927,-1.6509,0.1732241,0.1339008,-1.80653,-0.08777957,-0.2597475,-2.074089
0.1713659,0.3774927,-1.6509,0.1732241,0.1339008,-1.80653,-0.08777957,-0.2597475,-2.074089
0.1749438,0.3760945,-1.651923,0.1737552,0.1339055,-1.808308,-0.08758623,-0.2580921,-2.074056
0.1749438,0.3760945,-1.651923,0.1737552,0.1339055,-1.808308,-0.08758623,-0.2580921,-2.074056
0.1749438,0.3760945,-1.651923,0.1737552,0.1339055,-1.808308,-0.08758623,-0.2580921,-2.074056
0.1749438,0.3760945,-1.651923,0.1737552,0.1339055,-1.808308,-0.08758623,-0.2580921,-2.074056
0.1782988,0.3759938,-1.654382,0.1739817,0.1339898,-1.807332,-0.08616761,-0.2587102,-2.073286
0.1782988,0.3759938,-1.654382,0.1739817,0.1339898,-1.807332,-0.08616761,-0.2587102,-2.073286
0.1782988,0.3759938,-1.654382,0.1739817,0.1339898,-1.807332,-0.08616761,-0.2587102,-2.073286
0.1782988,0.3759938,-1.654382,0.1739817,0.1339898,-1.807332,-0.08616761,-0.2587102,-2.073286
0.1782988,0.3759938,-1.654382,0.1739817,0.1339898,-1.807332,-0.08616761,-0.2587102,-2.073286
0.1782988,0.3759938,-1.654382,0.1739817,0.1339898,-1.807332,-0.08616761,-0.2587102,-2.073286
0.175812,0.3774107,-1.654051,0.1739943,0.1361149,-1.808474,-0.08641012,-0.2579708,-2.074245
0.175812,0.3774107,-1.654051,0.1739943,0.1361149,-1.808474,-0.08641012,-0.2579708,-2.074245
0.1837008,0.3827789,-1.660959,0.1739987,0.1374986,-1.810997,-0.08853447,-0.2581891,-2.074443
0.1837008,0.3827789,-1.660959,0.1739987,0.1374986,-1.810997,-0.08853447,-0.2581891,-2.074443
0.1837008,0.3827789,-1.660959,0.1739987,0.1374986,-1.810997,-0.08853447,-0.2581891,-2.074443
0.1837008,0.3827789,-1.660959,0.1739987,0.1374986,-1.810997,-0.08853447,-0.2581891,-2.074443
0.1945819,0.3937091,-1.661388,0.1838705,0.1463481,-1.81389,-0.08616715,-0.2588967,-2.073305
0.1945819,0.3937091,-1.661388,0.1838705,0.1463481,-1.81389,-0.08616715,-0.2588967,-2.073305
0.2121965,0.3970722,-1.667277,0.1955082,0.1477372,-1.819693,-0.08552959,-0.2571882,-2.071059
0.2121965,0.3970722,-1.667277,0.1955082,0.1477372,-1.819693,-0.08552959,-0.2571882,-2.071059
0.2121965,0.3970722,-1.667277,0.1955082,0.1477372,-1.819693,-0.08552959,-0.2571882,-2.071059
0.2121965,0.3970722,-1.667277,0.1955082,0.1477372,-1.819693,-0.08552959,-0.2571882,-2.071059
0.2477257,0.39461,-1.681245,0.2166142,0.1430197,-1.830632,-0.08679429,-0.2561928,-2.072253
0.2477257,0.39461,-1.681245,0.2166142,0.1430197,-1.830632,-0.08679429,-0.2561928,-2.072253
0.2477257,0.39461,-1.681245,0.2166142,0.1430197,-1.830632,-0.08679429,-0.2561928,-2.072253
0.2477257,0.39461,-1.681245,0.2166142,0.1430197,-1.830632,-0.08679429,-0.2561928,-2.072253
0.2477257,0.39461,-1.681245,0.2166142,0.1430197,-1.830632,-0.08679429,-0.2561928,-2.072253
0.2847615,0.3896517,-1.694272,0.2336516,0.138649,-1.841751,-0.08540595,-0.2577326,-2.071278
0.2847615,0.3896517,-1.694272,0.2336516,0.138649,-1.841751,-0.08540595,-0.2577326,-2.071278
0.2847615,0.3896517,-1.694272,0.2336516,0.138649,-1.841751,-0.08540595,-0.2577326,-2.071278
0.2847615,0.3896517,-1.694272,0.2336516,0.138649,-1.841751,-0.08540595,-0.2577326,-2.071278
0.3582428,0.3657843,-1.712582,0.2689039,0.119031,-1.847839,-0.0851763,-0.2573985,-2.072378
