Hand_R, , ,Elbow_R, , ,Shoulder_R, , 
0.1378968,0.4467224,-2.227432,0.2397224,0.2092919,-2.390056,0.1251674,0.2846771,-2.572244
0.1378968,0.4467224,-2.227432,0.2397224,0.2092919,-2.390056,0.1251674,0.2846771,-2.572244
0.1260896,0.4474661,-2.227152,0.2368403,0.2092327,-2.389702,0.1251788,0.2846653,-2.57225
0.1260896,0.4474661,-2.227152,0.2368403,0.2092327,-2.389702,0.1251788,0.2846653,-2.57225
0.1260896,0.4474661,-2.227152,0.2368403,0.2092327,-2.389702,0.1251788,0.2846653,-2.57225
0.1260896,0.4474661,-2.227152,0.2368403,0.2092327,-2.389702,0.1251788,0.2846653,-2.57225
0.1109623,0.4457979,-2.228162,0.2334077,0.2091368,-2.388343,0.1251888,0.2846544,-2.572256
0.1109623,0.4457979,-2.228162,0.2334077,0.2091368,-2.388343,0.1251888,0.2846544,-2.572256
0.09095421,0.4399189,-2.227689,0.2304212,0.2088889,-2.387924,0.125146,0.2845819,-2.57239
0.09095421,0.4399189,-2.227689,0.2304212,0.2088889,-2.387924,0.125146,0.2845819,-2.57239
0.09095421,0.4399189,-2.227689,0.2304212,0.2088889,-2.387924,0.125146,0.2845819,-2.57239
0.09095421,0.4399189,-2.227689,0.2304212,0.2088889,-2.387924,0.125146,0.2845819,-2.57239
0.09095421,0.4399189,-2.227689,0.2304212,0.2088889,-2.387924,0.125146,0.2845819,-2.57239
0.06274703,0.4235064,-2.22673,0.2275957,0.2086806,-2.387118,0.1251153,0.2845228,-2.572455
0.06274703,0.4235064,-2.22673,0.2275957,0.2086806,-2.387118,0.1251153,0.2845228,-2.572455
0.06274703,0.4235064,-2.22673,0.2275957,0.2086806,-2.387118,0.1251153,0.2845228,-2.572455
0.06274703,0.4235064,-2.22673,0.2275957,0.2086806,-2.387118,0.1251153,0.2845228,-2.572455
0.02189893,0.3971339,-2.2253,0.2172759,0.2045579,-2.38592,0.1251113,0.2845088,-2.572469
0.02189893,0.3971339,-2.2253,0.2172759,0.2045579,-2.38592,0.1251113,0.2845088,-2.572469
-0.04183916,0.2998591,-2.225324,0.1916284,0.185417,-2.385074,0.1251069,0.2844999,-2.572474
-0.04183916,0.2998591,-2.225324,0.1916284,0.185417,-2.385074,0.1251069,0.2844999,-2.572474
-0.06596205,0.2320003,-2.232967,0.173066,0.1661438,-2.386385,0.1251001,0.2844861,-2.572481
-0.06596205,0.2320003,-2.232967,0.173066,0.1661438,-2.386385,0.1251001,0.2844861,-2.572481
-0.06596205,0.2320003,-2.232967,0.173066,0.1661438,-2.386385,0.1251001,0.2844861,-2.572481
-0.06596205,0.2320003,-2.232967,0.173066,0.1661438,-2.386385,0.1251001,0.2844861,-2.572481
-0.06981475,0.1422169,-2.26352,0.1613235,0.1396609,-2.398616,0.1250594,0.2844741,-2.572491
-0.06981475,0.1422169,-2.26352,0.1613235,0.1396609,-2.398616,0.1250594,0.2844741,-2.572491
-0.06691802,0.07946263,-2.283684,0.1560937,0.121406,-2.409647,0.1250094,0.2844561,-2.572513
-0.06691802,0.07946263,-2.283684,0.1560937,0.121406,-2.409647,0.1250094,0.2844561,-2.572513
-0.05517579,0.00231943,-2.307373,0.1529988,0.1073656,-2.41925,0.1249522,0.2844185,-2.572562
-0.05517579,0.00231943,-2.307373,0.1529988,0.1073656,-2.41925,0.1249522,0.2844185,-2.572562
-0.05517579,0.00231943,-2.307373,0.1529988,0.1073656,-2.41925,0.1249522,0.2844185,-2.572562
-0.05517579,0.00231943,-2.307373,0.1529988,0.1073656,-2.41925,0.1249522,0.2844185,-2.572562
-0.05498315,-6.082559E-05,-2.305562,0.152529,0.07960398,-2.481519,0.1248987,0.2843905,-2.572622
-0.05498315,-6.082559E-05,-2.305562,0.152529,0.07960398,-2.481519,0.1248987,0.2843905,-2.572622
-0.05396864,-0.001548684,-2.305539,0.1521991,0.07420633,-2.499794,0.1248571,0.2842048,-2.572893
-0.05396864,-0.001548684,-2.305539,0.1521991,0.07420633,-2.499794,0.1248571,0.2842048,-2.572893
0.04898946,-0.1299593,-2.408504,0.1519961,0.06618391,-2.516668,0.1248265,0.2840026,-2.573086
0.04898946,-0.1299593,-2.408504,0.1519961,0.06618391,-2.516668,0.1248265,0.2840026,-2.573086
0.04898946,-0.1299593,-2.408504,0.1519961,0.06618391,-2.516668,0.1248265,0.2840026,-2.573086
0.04898946,-0.1299593,-2.408504,0.1519961,0.06618391,-2.516668,0.1248265,0.2840026,-2.573086
0.08083623,-0.1608448,-2.416661,0.1531445,0.05936326,-2.525892,0.1247991,0.2837849,-2.573153
0.08083623,-0.1608448,-2.416661,0.1531445,0.05936326,-2.525892,0.1247991,0.2837849,-2.573153
0.1276489,-0.1937316,-2.420445,0.1549613,0.05432855,-2.532671,0.1247894,0.2836179,-2.573179
0.1276489,-0.1937316,-2.420445,0.1549613,0.05432855,-2.532671,0.1247894,0.2836179,-2.573179
0.1276489,-0.1937316,-2.420445,0.1549613,0.05432855,-2.532671,0.1247894,0.2836179,-2.573179
0.1276489,-0.1937316,-2.420445,0.1549613,0.05432855,-2.532671,0.1247894,0.2836179,-2.573179
0.1276489,-0.1937316,-2.420445,0.1549613,0.05432855,-2.532671,0.1247894,0.2836179,-2.573179
0.1683538,-0.2067079,-2.425755,0.1587146,0.04954706,-2.541087,0.1247891,0.283533,-2.573203
0.1683538,-0.2067079,-2.425755,0.1587146,0.04954706,-2.541087,0.1247891,0.283533,-2.573203
0.2217686,-0.208724,-2.437092,0.1630225,0.0464382,-2.548109,0.1248172,0.28344,-2.573191
0.2217686,-0.208724,-2.437092,0.1630225,0.0464382,-2.548109,0.1248172,0.28344,-2.573191
0.2217686,-0.208724,-2.437092,0.1630225,0.0464382,-2.548109,0.1248172,0.28344,-2.573191
0.2217686,-0.208724,-2.437092,0.1630225,0.0464382,-2.548109,0.1248172,0.28344,-2.573191
0.2864585,-0.1953637,-2.4459,0.1869868,0.04319883,-2.559064,0.1249218,0.2832535,-2.573106
0.2864585,-0.1953637,-2.4459,0.1869868,0.04319883,-2.559064,0.1249218,0.2832535,-2.573106
0.2864585,-0.1953637,-2.4459,0.1869868,0.04319883,-2.559064,0.1249218,0.2832535,-2.573106
0.2864585,-0.1953637,-2.4459,0.1869868,0.04319883,-2.559064,0.1249218,0.2832535,-2.573106
0.3437286,-0.1727991,-2.444996,0.2000449,0.04316492,-2.564769,0.1251058,0.283022,-2.572989
0.3437286,-0.1727991,-2.444996,0.2000449,0.04316492,-2.564769,0.1251058,0.283022,-2.572989
0.3827038,-0.140163,-2.439773,0.2165883,0.04777583,-2.572528,0.125363,0.2828314,-2.572875
0.3827038,-0.140163,-2.439773,0.2165883,0.04777583,-2.572528,0.125363,0.2828314,-2.572875
0.3827038,-0.140163,-2.439773,0.2165883,0.04777583,-2.572528,0.125363,0.2828314,-2.572875
0.3827038,-0.140163,-2.439773,0.2165883,0.04777583,-2.572528,0.125363,0.2828314,-2.572875
0.418572,-0.09962609,-2.42268,0.2359776,0.05755666,-2.572901,0.1254789,0.2827452,-2.572831
0.418572,-0.09962609,-2.42268,0.2359776,0.05755666,-2.572901,0.1254789,0.2827452,-2.572831
0.418572,-0.09962609,-2.42268,0.2359776,0.05755666,-2.572901,0.1254789,0.2827452,-2.572831
0.418572,-0.09962609,-2.42268,0.2359776,0.05755666,-2.572901,0.1254789,0.2827452,-2.572831
0.4547462,-0.04626519,-2.3914,0.2546658,0.07019917,-2.573388,0.1255739,0.2826849,-2.572789
0.4547462,-0.04626519,-2.3914,0.2546658,0.07019917,-2.573388,0.1255739,0.2826849,-2.572789
0.5075947,0.02729536,-2.328328,0.2915757,0.08835487,-2.556448,0.125664,0.2826339,-2.572763
0.5075947,0.02729536,-2.328328,0.2915757,0.08835487,-2.556448,0.125664,0.2826339,-2.572763
0.5075947,0.02729536,-2.328328,0.2915757,0.08835487,-2.556448,0.125664,0.2826339,-2.572763
0.5075947,0.02729536,-2.328328,0.2915757,0.08835487,-2.556448,0.125664,0.2826339,-2.572763
0.5300221,0.08245634,-2.298629,0.3097,0.1010717,-2.547368,0.12584,0.2825809,-2.572752
0.5300221,0.08245634,-2.298629,0.3097,0.1010717,-2.547368,0.12584,0.2825809,-2.572752
0.5300221,0.08245634,-2.298629,0.3097,0.1010717,-2.547368,0.12584,0.2825809,-2.572752
0.5300221,0.08245634,-2.298629,0.3097,0.1010717,-2.547368,0.12584,0.2825809,-2.572752
0.5427775,0.151384,-2.262197,0.3231544,0.1128452,-2.539462,0.1259765,0.2825337,-2.57276
0.5427775,0.151384,-2.262197,0.3231544,0.1128452,-2.539462,0.1259765,0.2825337,-2.57276
0.5258158,0.1928648,-2.243817,0.3321935,0.1217382,-2.534481,0.1261708,0.2824544,-2.572791
0.5258158,0.1928648,-2.243817,0.3321935,0.1217382,-2.534481,0.1261708,0.2824544,-2.572791
0.5258158,0.1928648,-2.243817,0.3321935,0.1217382,-2.534481,0.1261708,0.2824544,-2.572791
0.5258158,0.1928648,-2.243817,0.3321935,0.1217382,-2.534481,0.1261708,0.2824544,-2.572791
0.4979679,0.2519712,-2.224198,0.343411,0.15352,-2.514258,0.1264485,0.2823794,-2.572905
0.4979679,0.2519712,-2.224198,0.343411,0.15352,-2.514258,0.1264485,0.2823794,-2.572905
0.4979679,0.2519712,-2.224198,0.343411,0.15352,-2.514258,0.1264485,0.2823794,-2.572905
0.4215173,0.3499833,-2.199977,0.3465282,0.1663903,-2.505526,0.1267437,0.2823103,-2.572987
0.4215173,0.3499833,-2.199977,0.3465282,0.1663903,-2.505526,0.1267437,0.2823103,-2.572987
0.3825623,0.3889252,-2.191306,0.3458609,0.1769078,-2.498951,0.1270164,0.2822629,-2.573105
0.3825623,0.3889252,-2.191306,0.3458609,0.1769078,-2.498951,0.1270164,0.2822629,-2.573105
0.3825623,0.3889252,-2.191306,0.3458609,0.1769078,-2.498951,0.1270164,0.2822629,-2.573105
0.3825623,0.3889252,-2.191306,0.3458609,0.1769078,-2.498951,0.1270164,0.2822629,-2.573105
0.3384598,0.4241154,-2.189612,0.3389525,0.1894349,-2.48394,0.1272343,0.2822269,-2.573215
0.3384598,0.4241154,-2.189612,0.3389525,0.1894349,-2.48394,0.1272343,0.2822269,-2.573215
0.2827549,0.4748028,-2.189337,0.3241408,0.2117648,-2.451775,0.1274269,0.282187,-2.573313
0.2827549,0.4748028,-2.189337,0.3241408,0.2117648,-2.451775,0.1274269,0.282187,-2.573313
0.2827549,0.4748028,-2.189337,0.3241408,0.2117648,-2.451775,0.1274269,0.282187,-2.573313
0.2827549,0.4748028,-2.189337,0.3241408,0.2117648,-2.451775,0.1274269,0.282187,-2.573313
0.2489428,0.4874347,-2.19919,0.3109445,0.2293179,-2.434906,0.1276952,0.282133,-2.573489
0.2489428,0.4874347,-2.19919,0.3109445,0.2293179,-2.434906,0.1276952,0.282133,-2.573489
0.2162378,0.4956001,-2.20728,0.2963668,0.2388023,-2.416416,0.1279846,0.282091,-2.573694
