Hand_R, , ,Elbow_R, , ,Body, , 
0.2094578,0.3698796,-1.627966,0.1978702,0.1306976,-1.805689,-0.1013148,-0.2569953,-2.070697
0.2089306,0.3713761,-1.632007,0.1979871,0.1302187,-1.808693,-0.1016536,-0.2588688,-2.069932
0.2089306,0.3713761,-1.632007,0.1979871,0.1302187,-1.808693,-0.1016536,-0.2588688,-2.069932
0.2089306,0.3713761,-1.632007,0.1979871,0.1302187,-1.808693,-0.1016536,-0.2588688,-2.069932
0.2089306,0.3713761,-1.632007,0.1979871,0.1302187,-1.808693,-0.1016536,-0.2588688,-2.069932
0.2189984,0.3732062,-1.63685,0.199408,0.1300536,-1.810387,-0.1021567,-0.2597374,-2.070578
0.2189984,0.3732062,-1.63685,0.199408,0.1300536,-1.810387,-0.1021567,-0.2597374,-2.070578
0.2383703,0.3660828,-1.643534,0.2069223,0.1271861,-1.818633,-0.1029306,-0.2581619,-2.069925
0.2383703,0.3660828,-1.643534,0.2069223,0.1271861,-1.818633,-0.1029306,-0.2581619,-2.069925
0.2383703,0.3660828,-1.643534,0.2069223,0.1271861,-1.818633,-0.1029306,-0.2581619,-2.069925
0.2383703,0.3660828,-1.643534,0.2069223,0.1271861,-1.818633,-0.1029306,-0.2581619,-2.069925
0.2383703,0.3660828,-1.643534,0.2069223,0.1271861,-1.818633,-0.101861,-0.2594104,-2.071153
0.2702678,0.3573547,-1.648113,0.2219805,0.1227447,-1.819805,-0.101861,-0.2594104,-2.071153
0.2702678,0.3573547,-1.648113,0.2219805,0.1227447,-1.819805,-0.101861,-0.2594104,-2.071153
0.2955411,0.3418538,-1.653625,0.2385709,0.1108477,-1.825603,-0.1012475,-0.2599959,-2.070039
0.2955411,0.3418538,-1.653625,0.2385709,0.1108477,-1.825603,-0.1012475,-0.2599959,-2.070039
0.2955411,0.3418538,-1.653625,0.2385709,0.1108477,-1.825603,-0.1012475,-0.2599959,-2.070039
0.2955411,0.3418538,-1.653625,0.2385709,0.1108477,-1.825603,-0.1012475,-0.2599959,-2.070039
0.3456785,0.3122672,-1.66174,0.2590539,0.09160133,-1.830269,-0.1024451,-0.2611972,-2.067748
0.3456785,0.3122672,-1.66174,0.2590539,0.09160133,-1.830269,-0.1024451,-0.2611972,-2.067748
0.3456785,0.3122672,-1.66174,0.2590539,0.09160133,-1.830269,-0.1024451,-0.2611972,-2.067748
0.3456785,0.3122672,-1.66174,0.2590539,0.09160133,-1.830269,-0.1024451,-0.2611972,-2.067748
0.411274,0.2584913,-1.669654,0.2863454,0.06105541,-1.837963,-0.1028551,-0.2623032,-2.067585
0.411274,0.2584913,-1.669654,0.2863454,0.06105541,-1.837963,-0.1028551,-0.2623032,-2.067585
0.4485715,0.2144445,-1.678225,0.3023243,0.03553694,-1.84947,-0.1016685,-0.2616622,-2.069484
0.4485715,0.2144445,-1.678225,0.3023243,0.03553694,-1.84947,-0.1016685,-0.2616622,-2.069484
0.4978328,0.1351372,-1.690061,0.3215571,-0.0007757566,-1.864961,-0.100493,-0.2622949,-2.070107
0.4978328,0.1351372,-1.690061,0.3215571,-0.0007757566,-1.864961,-0.100493,-0.2622949,-2.070107
0.4978328,0.1351372,-1.690061,0.3215571,-0.0007757566,-1.864961,-0.100493,-0.2622949,-2.070107
0.4978328,0.1351372,-1.690061,0.3215571,-0.0007757566,-1.864961,-0.100493,-0.2622949,-2.070107
0.4978328,0.1351372,-1.690061,0.3215571,-0.0007757566,-1.864961,-0.100493,-0.2622949,-2.070107
0.4978328,0.1351372,-1.690061,0.3215571,-0.0007757566,-1.864961,-0.100493,-0.2622949,-2.070107
0.5303596,0.04101944,-1.695188,0.33224,-0.04490652,-1.876675,-0.1007855,-0.2630393,-2.07065
0.5303596,0.04101944,-1.695188,0.33224,-0.04490652,-1.876675,-0.1007855,-0.2630393,-2.07065
0.5386478,-0.02687325,-1.697449,0.3337517,-0.07785141,-1.887084,-0.1008307,-0.2619639,-2.072088
0.5386478,-0.02687325,-1.697449,0.3337517,-0.07785141,-1.887084,-0.1008307,-0.2619639,-2.072088
0.5386478,-0.02687325,-1.697449,0.3337517,-0.07785141,-1.887084,-0.1008307,-0.2619639,-2.072088
0.5386478,-0.02687325,-1.697449,0.3337517,-0.07785141,-1.887084,-0.1008307,-0.2619639,-2.072088
0.5354051,-0.1278593,-1.700377,0.3304409,-0.1253676,-1.895054,-0.09874438,-0.2615534,-2.072292
0.5354051,-0.1278593,-1.700377,0.3304409,-0.1253676,-1.895054,-0.09874438,-0.2615534,-2.072292
0.5354051,-0.1278593,-1.700377,0.3304409,-0.1253676,-1.895054,-0.09874438,-0.2615534,-2.072292
0.5354051,-0.1278593,-1.700377,0.3304409,-0.1253676,-1.895054,-0.09874438,-0.2615534,-2.072292
0.5354051,-0.1278593,-1.700377,0.3304409,-0.1253676,-1.895054,-0.09874438,-0.2615534,-2.072292
0.5231845,-0.1936478,-1.700949,0.3229906,-0.1623097,-1.900161,-0.1002392,-0.261786,-2.072005
0.5231845,-0.1936478,-1.700949,0.3229906,-0.1623097,-1.900161,-0.1002392,-0.261786,-2.072005
0.4817598,-0.2909474,-1.702271,0.3072798,-0.2060814,-1.908648,-0.09575161,-0.2663902,-2.07063
0.4817598,-0.2909474,-1.702271,0.3072798,-0.2060814,-1.908648,-0.09575161,-0.2663902,-2.07063
0.4817598,-0.2909474,-1.702271,0.3072798,-0.2060814,-1.908648,-0.09575161,-0.2663902,-2.07063
0.4817598,-0.2909474,-1.702271,0.3072798,-0.2060814,-1.908648,-0.09575161,-0.2663902,-2.07063
0.4200226,-0.3918698,-1.713546,0.2798651,-0.2515993,-1.916876,-0.09196109,-0.2639131,-2.072448
0.4200226,-0.3918698,-1.713546,0.2798651,-0.2515993,-1.916876,-0.09196109,-0.2639131,-2.072448
0.3740802,-0.4441268,-1.719648,0.2573877,-0.2833912,-1.926348,-0.09108863,-0.2639128,-2.07326
0.3740802,-0.4441268,-1.719648,0.2573877,-0.2833912,-1.926348,-0.09108863,-0.2639128,-2.07326
0.3740802,-0.4441268,-1.719648,0.2573877,-0.2833912,-1.926348,-0.09108863,-0.2639128,-2.07326
0.3740802,-0.4441268,-1.719648,0.2573877,-0.2833912,-1.926348,-0.09108863,-0.2639128,-2.07326
0.2998639,-0.4959564,-1.728302,0.2247876,-0.3086259,-1.932698,-0.09081744,-0.2635612,-2.074272
0.2998639,-0.4959564,-1.728302,0.2247876,-0.3086259,-1.932698,-0.09081744,-0.2635612,-2.074272
0.2998639,-0.4959564,-1.728302,0.2247876,-0.3086259,-1.932698,-0.09081744,-0.2635612,-2.074272
0.2998639,-0.4959564,-1.728302,0.2247876,-0.3086259,-1.932698,-0.09081744,-0.2635612,-2.074272
0.2002452,-0.5336143,-1.723275,0.1782417,-0.3307073,-1.927445,-0.08880739,-0.2613887,-2.07589
0.2002452,-0.5336143,-1.723275,0.1782417,-0.3307073,-1.927445,-0.08880739,-0.2613887,-2.07589
0.1404263,-0.5407955,-1.715942,0.1507683,-0.3350029,-1.924869,-0.08690345,-0.262757,-2.0755
0.1404263,-0.5407955,-1.715942,0.1507683,-0.3350029,-1.924869,-0.08690345,-0.262757,-2.0755
0.1404263,-0.5407955,-1.715942,0.1507683,-0.3350029,-1.924869,-0.08690345,-0.262757,-2.0755
0.1404263,-0.5407955,-1.715942,0.1507683,-0.3350029,-1.924869,-0.08690345,-0.262757,-2.0755
0.06277096,-0.51052,-1.68752,0.1191793,-0.3252355,-1.907965,-0.08824009,-0.2625862,-2.0738
0.06277096,-0.51052,-1.68752,0.1191793,-0.3252355,-1.907965,-0.08824009,-0.2625862,-2.0738
0.06277096,-0.51052,-1.68752,0.1191793,-0.3252355,-1.907965,-0.08824009,-0.2625862,-2.0738
0.06277096,-0.51052,-1.68752,0.1191793,-0.3252355,-1.907965,-0.08824009,-0.2625862,-2.0738
-0.002914292,-0.4509116,-1.660126,0.09283866,-0.2987146,-1.884272,-0.08863178,-0.2646518,-2.070963
-0.002914292,-0.4509116,-1.660126,0.09283866,-0.2987146,-1.884272,-0.08863178,-0.2646518,-2.070963
-0.04153375,-0.4046572,-1.638314,0.07322201,-0.2763664,-1.861599,-0.09044512,-0.2696473,-2.067397
-0.04153375,-0.4046572,-1.638314,0.07322201,-0.2763664,-1.861599,-0.09044512,-0.2696473,-2.067397
-0.04153375,-0.4046572,-1.638314,0.07322201,-0.2763664,-1.861599,-0.09044512,-0.2696473,-2.067397
-0.04153375,-0.4046572,-1.638314,0.07322201,-0.2763664,-1.861599,-0.09044512,-0.2696473,-2.067397
-0.08034555,-0.3304317,-1.604148,0.04995982,-0.2452123,-1.835904,-0.09284348,-0.267241,-2.062587
-0.08034555,-0.3304317,-1.604148,0.04995982,-0.2452123,-1.835904,-0.09284348,-0.267241,-2.062587
-0.08034555,-0.3304317,-1.604148,0.04995982,-0.2452123,-1.835904,-0.09284348,-0.267241,-2.062587
-0.08034555,-0.3304317,-1.604148,0.04995982,-0.2452123,-1.835904,-0.09284348,-0.267241,-2.062587
-0.1231663,-0.2827745,-1.596956,0.03527761,-0.2167483,-1.814145,-0.09375911,-0.2660547,-2.061243
-0.1231663,-0.2827745,-1.596956,0.03527761,-0.2167483,-1.814145,-0.09375911,-0.2660547,-2.061243
-0.1532393,-0.1997599,-1.577388,0.02060619,-0.1745571,-1.790198,-0.09425442,-0.2664724,-2.065428
-0.1532393,-0.1997599,-1.577388,0.02060619,-0.1745571,-1.790198,-0.09425442,-0.2664724,-2.065428
-0.1532393,-0.1997599,-1.577388,0.02060619,-0.1745571,-1.790198,-0.09425442,-0.2664724,-2.065428
-0.1532393,-0.1997599,-1.577388,0.02060619,-0.1745571,-1.790198,-0.09425442,-0.2664724,-2.065428
-0.1532393,-0.1997599,-1.577388,0.02060619,-0.1745571,-1.790198,-0.09425442,-0.2664724,-2.065428
-0.1509919,-0.1048018,-1.561948,0.01344626,-0.1201696,-1.783098,-0.09602305,-0.2611462,-2.071963
-0.1509919,-0.1048018,-1.561948,0.01344626,-0.1201696,-1.783098,-0.09602305,-0.2611462,-2.071963
-0.1468189,-0.04508463,-1.55467,0.01153621,-0.08337718,-1.780022,-0.09515159,-0.2617214,-2.075615
-0.1468189,-0.04508463,-1.55467,0.01153621,-0.08337718,-1.780022,-0.09515159,-0.2617214,-2.075615
-0.1468189,-0.04508463,-1.55467,0.01153621,-0.08337718,-1.780022,-0.09515159,-0.2617214,-2.075615
-0.1468189,-0.04508463,-1.55467,0.01153621,-0.08337718,-1.780022,-0.09515159,-0.2617214,-2.075615
-0.136129,0.03205649,-1.550018,0.01745765,-0.03630653,-1.768639,-0.1016789,-0.2592338,-2.079209
-0.136129,0.03205649,-1.550018,0.01745765,-0.03630653,-1.768639,-0.1016789,-0.2592338,-2.079209
-0.136129,0.03205649,-1.550018,0.01745765,-0.03630653,-1.768639,-0.1016789,-0.2592338,-2.079209
