Hand_R, , ,Elbow_R, , ,Body, , 
0.03957818,0.303542,-1.49601,0.09724203,0.04429522,-1.670632,-0.1650378,-0.2161186,-1.905179
0.03996982,0.3077137,-1.495324,0.09687454,0.04736072,-1.671572,-0.1647516,-0.2141227,-1.905916
0.03996982,0.3077137,-1.495324,0.09687454,0.04736072,-1.671572,-0.1647516,-0.2141227,-1.905916
0.03996982,0.3077137,-1.495324,0.09687454,0.04736072,-1.671572,-0.1647516,-0.2141227,-1.905916
0.03996982,0.3077137,-1.495324,0.09687454,0.04736072,-1.671572,-0.1647516,-0.2141227,-1.905916
0.04041614,0.3116309,-1.496394,0.09731267,0.05115318,-1.672976,-0.1647352,-0.2130902,-1.905876
0.04041614,0.3116309,-1.496394,0.09731267,0.05115318,-1.672976,-0.1647352,-0.2130902,-1.905876
0.04041614,0.3116309,-1.496394,0.09731267,0.05115318,-1.672976,-0.1647352,-0.2130902,-1.905876
0.04041614,0.3116309,-1.496394,0.09731267,0.05115318,-1.672976,-0.1647352,-0.2130902,-1.905876
0.04099762,0.3083373,-1.49639,0.0978048,0.04922081,-1.672431,-0.1655728,-0.2133354,-1.904892
0.04099762,0.3083373,-1.49639,0.0978048,0.04922081,-1.672431,-0.1655728,-0.2133354,-1.904892
0.04054774,0.3070964,-1.497756,0.09810259,0.04890553,-1.672083,-0.1659117,-0.2134649,-1.904447
0.04054774,0.3070964,-1.497756,0.09810259,0.04890553,-1.672083,-0.1659117,-0.2134649,-1.904447
0.04054774,0.3070964,-1.497756,0.09810259,0.04890553,-1.672083,-0.1659117,-0.2134649,-1.904447
0.04054774,0.3070964,-1.497756,0.09810259,0.04890553,-1.672083,-0.1659117,-0.2134649,-1.904447
0.04343454,0.3119989,-1.495204,0.09836606,0.04881059,-1.671666,-0.1655843,-0.2124157,-1.904918
0.04343454,0.3119989,-1.495204,0.09836606,0.04881059,-1.671666,-0.1655843,-0.2124157,-1.904918
0.04343454,0.3119989,-1.495204,0.09836606,0.04881059,-1.671666,-0.1652313,-0.2135618,-1.904809
0.04369796,0.3085559,-1.495754,0.09861689,0.0465751,-1.670262,-0.1652313,-0.2135618,-1.904809
0.04369796,0.3085559,-1.495754,0.09861689,0.0465751,-1.670262,-0.1652313,-0.2135618,-1.904809
0.04369796,0.3085559,-1.495754,0.09861689,0.0465751,-1.670262,-0.1652313,-0.2135618,-1.904809
0.04369796,0.3085559,-1.495754,0.09861689,0.0465751,-1.670262,-0.1652313,-0.2135618,-1.904809
0.04416611,0.3078626,-1.493926,0.09910288,0.04614815,-1.670037,-0.1648283,-0.2130156,-1.904981
0.04416611,0.3078626,-1.493926,0.09910288,0.04614815,-1.670037,-0.1648283,-0.2130156,-1.904981
0.04416611,0.3078626,-1.493926,0.09910288,0.04614815,-1.670037,-0.1648283,-0.2130156,-1.904981
0.04416611,0.3078626,-1.493926,0.09910288,0.04614815,-1.670037,-0.1648283,-0.2130156,-1.904981
0.04804035,0.3067404,-1.497524,0.1000389,0.04627422,-1.669967,-0.1645621,-0.2128737,-1.905293
0.04804035,0.3067404,-1.497524,0.1000389,0.04627422,-1.669967,-0.1645621,-0.2128737,-1.905293
0.05149345,0.3069231,-1.494276,0.1011403,0.04604471,-1.668831,-0.1641145,-0.2131098,-1.904619
0.05149345,0.3069231,-1.494276,0.1011403,0.04604471,-1.668831,-0.1641145,-0.2131098,-1.904619
0.05149345,0.3069231,-1.494276,0.1011403,0.04604471,-1.668831,-0.1641145,-0.2131098,-1.904619
0.05149345,0.3069231,-1.494276,0.1011403,0.04604471,-1.668831,-0.1641145,-0.2131098,-1.904619
0.05075001,0.3056437,-1.498071,0.1024824,0.04601456,-1.669032,-0.1636487,-0.2122422,-1.904244
0.05075001,0.3056437,-1.498071,0.1024824,0.04601456,-1.669032,-0.1636487,-0.2122422,-1.904244
0.05075001,0.3056437,-1.498071,0.1024824,0.04601456,-1.669032,-0.1636487,-0.2122422,-1.904244
0.05075001,0.3056437,-1.498071,0.1024824,0.04601456,-1.669032,-0.1636487,-0.2122422,-1.904244
0.0519277,0.30969,-1.498833,0.1033151,0.04756937,-1.669869,-0.1629186,-0.2045132,-1.904241
0.0519277,0.30969,-1.498833,0.1033151,0.04756937,-1.669869,-0.1629186,-0.2045132,-1.904241
0.05037142,0.3087929,-1.499167,0.1056574,0.04829555,-1.673448,-0.1631121,-0.2033264,-1.903809
0.05037142,0.3087929,-1.499167,0.1056574,0.04829555,-1.673448,-0.1631121,-0.2033264,-1.903809
0.05037142,0.3087929,-1.499167,0.1056574,0.04829555,-1.673448,-0.1631121,-0.2033264,-1.903809
0.05037142,0.3087929,-1.499167,0.1056574,0.04829555,-1.673448,-0.1631121,-0.2033264,-1.903809
0.05254761,0.3093095,-1.501359,0.1062445,0.04783703,-1.675379,-0.1639517,-0.202401,-1.904004
0.05254761,0.3093095,-1.501359,0.1062445,0.04783703,-1.675379,-0.1639517,-0.202401,-1.904004
0.05254761,0.3093095,-1.501359,0.1062445,0.04783703,-1.675379,-0.1639517,-0.202401,-1.904004
0.05254761,0.3093095,-1.501359,0.1062445,0.04783703,-1.675379,-0.1639517,-0.202401,-1.904004
0.05283934,0.3102313,-1.50399,0.1064487,0.04762979,-1.677687,-0.1643088,-0.2018946,-1.904744
0.05283934,0.3102313,-1.50399,0.1064487,0.04762979,-1.677687,-0.1643088,-0.2018946,-1.904744
0.05458862,0.3151098,-1.505501,0.1064917,0.04938851,-1.679075,-0.1650132,-0.2006286,-1.905564
0.05458862,0.3151098,-1.505501,0.1064917,0.04938851,-1.679075,-0.1650132,-0.2006286,-1.905564
0.05458862,0.3151098,-1.505501,0.1064917,0.04938851,-1.679075,-0.1650132,-0.2006286,-1.905564
0.05458862,0.3151098,-1.505501,0.1064917,0.04938851,-1.679075,-0.1650132,-0.2006286,-1.905564
0.0562536,0.3189996,-1.505076,0.1063322,0.05547952,-1.67756,-0.1657259,-0.1967233,-1.90274
0.0562536,0.3189996,-1.505076,0.1063322,0.05547952,-1.67756,-0.1657259,-0.1967233,-1.90274
0.0562536,0.3189996,-1.505076,0.1063322,0.05547952,-1.67756,-0.1657259,-0.1967233,-1.90274
0.0562536,0.3189996,-1.505076,0.1063322,0.05547952,-1.67756,-0.1657259,-0.1967233,-1.90274
0.05693324,0.3201605,-1.502539,0.106704,0.05534714,-1.677023,-0.1660127,-0.1961887,-1.9038
0.05693324,0.3201605,-1.502539,0.106704,0.05534714,-1.677023,-0.1660127,-0.1961887,-1.9038
0.05693324,0.3201605,-1.502539,0.106704,0.05534714,-1.677023,-0.1660127,-0.1961887,-1.9038
0.05693324,0.3201605,-1.502539,0.106704,0.05534714,-1.677023,-0.1660127,-0.1961887,-1.9038
0.06538389,0.3246795,-1.508815,0.1066395,0.05562105,-1.676739,-0.1663935,-0.1963537,-1.904744
0.06538389,0.3246795,-1.508815,0.1066395,0.05562105,-1.676739,-0.1663935,-0.1963537,-1.904744
0.06538389,0.3246795,-1.508815,0.1066395,0.05562105,-1.676739,-0.1663935,-0.1963537,-1.904744
0.06538389,0.3246795,-1.508815,0.1066395,0.05562105,-1.676739,-0.1663935,-0.1963537,-1.904744
0.06538389,0.3246795,-1.508815,0.1066395,0.05562105,-1.676739,-0.1663935,-0.1963537,-1.904744
0.06394211,0.3231672,-1.503104,0.1065697,0.05652445,-1.675147,-0.1668191,-0.2000881,-1.907164
