Hand_R, , ,Shoulder_R, , 
0.243521,0.5780076,-2.05511,0.05079124,0.2909025,-2.469232
0.243521,0.5780076,-2.05511,0.05079124,0.2909025,-2.469232
0.3200436,0.5286275,-2.043959,0.05251138,0.3064959,-2.48121
0.3200436,0.5286275,-2.043959,0.05251138,0.3064959,-2.48121
0.3200436,0.5286275,-2.043959,0.05251138,0.3064959,-2.48121
0.3200436,0.5286275,-2.043959,0.05251138,0.3064959,-2.48121
0.363822,0.4847979,-2.047471,0.05313287,0.307717,-2.484082
0.363822,0.4847979,-2.047471,0.05313287,0.307717,-2.484082
0.4166737,0.431531,-2.065522,0.05370486,0.3080249,-2.48534
0.4166737,0.431531,-2.065522,0.05370486,0.3080249,-2.48534
0.451043,0.3711739,-2.078199,0.05456181,0.3028647,-2.482231
0.451043,0.3711739,-2.078199,0.05456181,0.3028647,-2.482231
0.4720013,0.3098144,-2.084285,0.05615599,0.3068989,-2.485235
0.4720013,0.3098144,-2.084285,0.05615599,0.3068989,-2.485235
0.4946756,0.2405676,-2.111183,0.0546049,0.3059319,-2.487222
0.4946756,0.2405676,-2.111183,0.0546049,0.3059319,-2.487222
0.494135,0.1645508,-2.123205,0.05602698,0.2997585,-2.483677
0.494135,0.1645508,-2.123205,0.05602698,0.2997585,-2.483677
0.4851208,0.08971366,-2.139081,0.05362783,0.303851,-2.482299
0.4851208,0.08971366,-2.139081,0.05362783,0.303851,-2.482299
0.474784,0.02884192,-2.172039,0.05151365,0.305761,-2.482466
0.474784,0.02884192,-2.172039,0.05151365,0.305761,-2.482466
0.4563673,-0.03283188,-2.19269,0.04994662,0.3059598,-2.482361
0.4563673,-0.03283188,-2.19269,0.04994662,0.3059598,-2.482361
0.4319619,-0.08331402,-2.210223,0.04968556,0.3048619,-2.482914
0.4319619,-0.08331402,-2.210223,0.04968556,0.3048619,-2.482914
0.4319619,-0.08331402,-2.210223,0.04968556,0.3048619,-2.482914
0.3888799,-0.1320896,-2.218574,0.04863365,0.3014208,-2.481653
0.3888799,-0.1320896,-2.218574,0.04863365,0.3014208,-2.481653
0.340915,-0.1749946,-2.227277,0.04983214,0.2969712,-2.477759
0.340915,-0.1749946,-2.227277,0.04983214,0.2969712,-2.477759
0.2968635,-0.2063116,-2.232533,0.0518094,0.3003429,-2.477001
0.2968635,-0.2063116,-2.232533,0.0518094,0.3003429,-2.477001
0.2276214,-0.2291699,-2.237662,0.05141414,0.2994427,-2.480692
0.2276214,-0.2291699,-2.237662,0.05141414,0.2994427,-2.480692
0.1643975,-0.2384197,-2.230967,0.0512218,0.3058969,-2.479881
0.1643975,-0.2384197,-2.230967,0.0512218,0.3058969,-2.479881
0.09123886,-0.2388202,-2.221959,0.05254405,0.3031594,-2.476315
0.09123886,-0.2388202,-2.221959,0.05254405,0.3031594,-2.476315
0.02350155,-0.2216193,-2.228203,0.05142221,0.3041073,-2.476727
0.02350155,-0.2216193,-2.228203,0.05142221,0.3041073,-2.476727
-0.03190456,-0.2047161,-2.215327,0.055586,0.3041478,-2.474538
-0.03190456,-0.2047161,-2.215327,0.055586,0.3041478,-2.474538
-0.08540533,-0.1686385,-2.218014,0.05595211,0.3058634,-2.473584
-0.08540533,-0.1686385,-2.218014,0.05595211,0.3058634,-2.473584
-0.1361954,-0.1336305,-2.206259,0.05491563,0.3094217,-2.469399
-0.1361954,-0.1336305,-2.206259,0.05491563,0.3094217,-2.469399
-0.1961619,-0.0905196,-2.190831,0.05113331,0.3098165,-2.468257
-0.1961619,-0.0905196,-2.190831,0.05113331,0.3098165,-2.468257
-0.2268544,-0.05568744,-2.182219,0.05046997,0.3146457,-2.465974
