Hand_R, , ,Elbow_R, , ,Body, , 
0.1993846,0.3475133,-1.638175,0.1987559,0.1130195,-1.80392,-0.08617957,-0.2575564,-2.056768
0.199491,0.3473003,-1.638366,0.1982287,0.1144092,-1.806102,-0.08693703,-0.2562603,-2.05489
0.199491,0.3473003,-1.638366,0.1982287,0.1144092,-1.806102,-0.08693703,-0.2562603,-2.05489
0.199253,0.3470362,-1.638637,0.1987555,0.1141619,-1.806765,-0.08712073,-0.2564676,-2.05601
0.199253,0.3470362,-1.638637,0.1987555,0.1141619,-1.806765,-0.08712073,-0.2564676,-2.05601
0.199253,0.3470362,-1.638637,0.1987555,0.1141619,-1.806765,-0.08712073,-0.2564676,-2.05601
0.199253,0.3470362,-1.638637,0.1987555,0.1141619,-1.806765,-0.08712073,-0.2564676,-2.05601
0.198974,0.3467878,-1.637597,0.1989356,0.1140365,-1.804836,-0.08482508,-0.257902,-2.054408
0.198974,0.3467878,-1.637597,0.1989356,0.1140365,-1.804836,-0.08482508,-0.257902,-2.054408
0.2030184,0.3468024,-1.637772,0.1982765,0.1154172,-1.805608,-0.08627351,-0.2564512,-2.055191
0.2030184,0.3468024,-1.637772,0.1982765,0.1154172,-1.805608,-0.08627351,-0.2564512,-2.055191
0.2030184,0.3468024,-1.637772,0.1982765,0.1154172,-1.805608,-0.08627351,-0.2564512,-2.055191
0.2030184,0.3468024,-1.637772,0.1982765,0.1154172,-1.805608,-0.08627351,-0.2564512,-2.055191
0.2030184,0.3468024,-1.637772,0.1982765,0.1154172,-1.805608,-0.08627351,-0.2564512,-2.055191
0.2028499,0.3467712,-1.63698,0.1987835,0.1165573,-1.805201,-0.08745655,-0.2550509,-2.055681
0.2028499,0.3467712,-1.63698,0.1987835,0.1165573,-1.805201,-0.08745655,-0.2550509,-2.055681
0.2028499,0.3467712,-1.63698,0.1987835,0.1165573,-1.805201,-0.08745655,-0.2550509,-2.055681
0.2028499,0.3467712,-1.63698,0.1987835,0.1165573,-1.805201,-0.08745655,-0.2550509,-2.055681
0.2075168,0.3510811,-1.637453,0.2017649,0.1190112,-1.800112,-0.08525174,-0.2567707,-2.055628
0.2075168,0.3510811,-1.637453,0.2017649,0.1190112,-1.800112,-0.08525174,-0.2567707,-2.055628
0.2075168,0.3510811,-1.637453,0.2017649,0.1190112,-1.800112,-0.08525174,-0.2567707,-2.055628
0.2075168,0.3510811,-1.637453,0.2017649,0.1190112,-1.800112,-0.08525174,-0.2567707,-2.055628
0.208458,0.3513019,-1.638372,0.1998903,0.1176512,-1.802024,-0.08519479,-0.2555968,-2.054988
0.208458,0.3513019,-1.638372,0.1998903,0.1176512,-1.802024,-0.08519479,-0.2555968,-2.054988
0.2067836,0.3473575,-1.638465,0.1999147,0.116449,-1.806996,-0.08245353,-0.2583684,-2.054259
0.2067836,0.3473575,-1.638465,0.1999147,0.116449,-1.806996,-0.08245353,-0.2583684,-2.054259
0.2067836,0.3473575,-1.638465,0.1999147,0.116449,-1.806996,-0.08245353,-0.2583684,-2.054259
0.2067836,0.3473575,-1.638465,0.1999147,0.116449,-1.806996,-0.08245353,-0.2583684,-2.054259
0.2114341,0.3453191,-1.642818,0.1999739,0.1146927,-1.809938,-0.08052659,-0.2562237,-2.055308
0.2114341,0.3453191,-1.642818,0.1999739,0.1146927,-1.809938,-0.08052659,-0.2562237,-2.055308
0.2146019,0.349746,-1.644903,0.2042212,0.1176833,-1.809352,-0.07616122,-0.2591196,-2.055565
0.2146019,0.349746,-1.644903,0.2042212,0.1176833,-1.809352,-0.07616122,-0.2591196,-2.055565
0.2146019,0.349746,-1.644903,0.2042212,0.1176833,-1.809352,-0.07616122,-0.2591196,-2.055565
0.2146019,0.349746,-1.644903,0.2042212,0.1176833,-1.809352,-0.07616122,-0.2591196,-2.055565
0.2232955,0.3506464,-1.647249,0.2161688,0.1165692,-1.809799,-0.07632446,-0.2580121,-2.055122
0.2232955,0.3506464,-1.647249,0.2161688,0.1165692,-1.809799,-0.07632446,-0.2580121,-2.055122
0.2232955,0.3506464,-1.647249,0.2161688,0.1165692,-1.809799,-0.07632446,-0.2580121,-2.055122
0.2232955,0.3506464,-1.647249,0.2161688,0.1165692,-1.809799,-0.07632446,-0.2580121,-2.055122
0.2367844,0.352373,-1.65081,0.2205869,0.1161373,-1.809956,-0.07406807,-0.2580699,-2.053949
0.2367844,0.352373,-1.65081,0.2205869,0.1161373,-1.809956,-0.07406807,-0.2580699,-2.053949
0.2660559,0.3442681,-1.659258,0.2315725,0.1117938,-1.81634,-0.07628547,-0.2569542,-2.055137
0.2660559,0.3442681,-1.659258,0.2315725,0.1117938,-1.81634,-0.07628547,-0.2569542,-2.055137
0.2660559,0.3442681,-1.659258,0.2315725,0.1117938,-1.81634,-0.07628547,-0.2569542,-2.055137
0.2660559,0.3442681,-1.659258,0.2315725,0.1117938,-1.81634,-0.07628547,-0.2569542,-2.055137
0.2963043,0.3365863,-1.666212,0.2434448,0.1047727,-1.821195,-0.07784803,-0.2561404,-2.056293
0.2963043,0.3365863,-1.666212,0.2434448,0.1047727,-1.821195,-0.07784803,-0.2561404,-2.056293
0.3485949,0.3126136,-1.673448,0.2653069,0.0899381,-1.824692,-0.07945595,-0.2575836,-2.056727
0.3485949,0.3126136,-1.673448,0.2653069,0.0899381,-1.824692,-0.07945595,-0.2575836,-2.056727
0.3485949,0.3126136,-1.673448,0.2653069,0.0899381,-1.824692,-0.07945595,-0.2575836,-2.056727
0.3485949,0.3126136,-1.673448,0.2653069,0.0899381,-1.824692,-0.07945595,-0.2575836,-2.056727
0.4030802,0.2690454,-1.675899,0.2931674,0.05714213,-1.830648,-0.08153618,-0.2525746,-2.056733
0.4030802,0.2690454,-1.675899,0.2931674,0.05714213,-1.830648,-0.08153618,-0.2525746,-2.056733
0.4030802,0.2690454,-1.675899,0.2931674,0.05714213,-1.830648,-0.08153618,-0.2525746,-2.056733
0.4030802,0.2690454,-1.675899,0.2931674,0.05714213,-1.830648,-0.08153618,-0.2525746,-2.056733
0.4338674,0.2249818,-1.673183,0.3050406,0.03502458,-1.840934,-0.07817047,-0.2540625,-2.057412
0.4338674,0.2249818,-1.673183,0.3050406,0.03502458,-1.840934,-0.07817047,-0.2540625,-2.057412
0.4338674,0.2249818,-1.673183,0.3050406,0.03502458,-1.840934,-0.07817047,-0.2540625,-2.057412
0.4338674,0.2249818,-1.673183,0.3050406,0.03502458,-1.840934,-0.07817047,-0.2540625,-2.057412
0.4338674,0.2249818,-1.673183,0.3250698,-0.006483271,-1.849003,-0.07809,-0.255941,-2.059014
0.4725214,0.1496077,-1.667903,0.3250698,-0.006483271,-1.849003,-0.07809,-0.255941,-2.059014
0.4725214,0.1496077,-1.667903,0.3250698,-0.006483271,-1.849003,-0.07809,-0.255941,-2.059014
0.5040398,0.04749581,-1.671462,0.3311719,-0.05095637,-1.869668,-0.07917122,-0.2580503,-2.061357
0.5040398,0.04749581,-1.671462,0.3311719,-0.05095637,-1.869668,-0.07917122,-0.2580503,-2.061357
0.5040398,0.04749581,-1.671462,0.3311719,-0.05095637,-1.869668,-0.07947962,-0.2585997,-2.059755
0.5040398,0.04749581,-1.671462,0.3311719,-0.05095637,-1.869668,-0.07947962,-0.2585997,-2.059755
0.5152376,-0.02781123,-1.668407,0.3333279,-0.09234399,-1.87467,-0.07947962,-0.2585997,-2.059755
0.5152376,-0.02781123,-1.668407,0.3333279,-0.09234399,-1.87467,-0.07947962,-0.2585997,-2.059755
0.5056424,-0.1340636,-1.666324,0.326093,-0.1369079,-1.884914,-0.07822391,-0.2580594,-2.060485
0.5056424,-0.1340636,-1.666324,0.326093,-0.1369079,-1.884914,-0.07822391,-0.2580594,-2.060485
0.4764722,-0.2178608,-1.66816,0.3152182,-0.16842,-1.894399,-0.0787974,-0.2607778,-2.060913
0.4764722,-0.2178608,-1.66816,0.3152182,-0.16842,-1.894399,-0.0787974,-0.2607778,-2.060913
0.4764722,-0.2178608,-1.66816,0.3152182,-0.16842,-1.894399,-0.0787974,-0.2607778,-2.060913
0.4764722,-0.2178608,-1.66816,0.3152182,-0.16842,-1.894399,-0.0787974,-0.2607778,-2.060913
0.4419304,-0.3151734,-1.672704,0.297848,-0.2169133,-1.894356,-0.07873711,-0.2587092,-2.063715
0.4419304,-0.3151734,-1.672704,0.297848,-0.2169133,-1.894356,-0.07873711,-0.2587092,-2.063715
0.4419304,-0.3151734,-1.672704,0.297848,-0.2169133,-1.894356,-0.07873711,-0.2587092,-2.063715
