Hand_R, , ,Elbow_R, , ,Body, , 
0.2749542,0.3628339,-1.662565,0.2247231,0.1270043,-1.823159,-0.08194368,-0.2593137,-2.071904
0.2749542,0.3628339,-1.662565,0.2247231,0.1270043,-1.823159,-0.08194368,-0.2593137,-2.071904
0.3205712,0.345205,-1.666088,0.2500767,0.1112952,-1.825278,-0.08260106,-0.260159,-2.072423
0.3205712,0.345205,-1.666088,0.2500767,0.1112952,-1.825278,-0.08260106,-0.260159,-2.072423
0.356766,0.3212904,-1.670019,0.2626893,0.09584872,-1.828794,-0.08435636,-0.2593715,-2.073272
0.356766,0.3212904,-1.670019,0.2626893,0.09584872,-1.828794,-0.08435636,-0.2593715,-2.073272
0.356766,0.3212904,-1.670019,0.2626893,0.09584872,-1.828794,-0.08435636,-0.2593715,-2.073272
0.356766,0.3212904,-1.670019,0.2626893,0.09584872,-1.828794,-0.08435636,-0.2593715,-2.073272
0.4132048,0.2713659,-1.670208,0.2858121,0.06592628,-1.832551,-0.08746777,-0.2595266,-2.075209
0.4132048,0.2713659,-1.670208,0.2858121,0.06592628,-1.832551,-0.08746777,-0.2595266,-2.075209
0.4478858,0.2209059,-1.676429,0.2971338,0.04121154,-1.843562,-0.08862506,-0.2601122,-2.074063
0.4478858,0.2209059,-1.676429,0.2971338,0.04121154,-1.843562,-0.08862506,-0.2601122,-2.074063
0.4478858,0.2209059,-1.676429,0.2971338,0.04121154,-1.843562,-0.08862506,-0.2601122,-2.074063
0.4478858,0.2209059,-1.676429,0.2971338,0.04121154,-1.843562,-0.08862506,-0.2601122,-2.074063
0.4478858,0.2209059,-1.676429,0.2971338,0.04121154,-1.843562,-0.08882886,-0.2609211,-2.074197
0.4922949,0.1387021,-1.682292,0.3135535,0.001624819,-1.85825,-0.08882886,-0.2609211,-2.074197
0.4922949,0.1387021,-1.682292,0.3135535,0.001624819,-1.85825,-0.08882886,-0.2609211,-2.074197
0.4922949,0.1387021,-1.682292,0.3135535,0.001624819,-1.85825,-0.08882886,-0.2609211,-2.074197
0.4922949,0.1387021,-1.682292,0.3135535,0.001624819,-1.85825,-0.08882886,-0.2609211,-2.074197
0.5205228,0.03820661,-1.68251,0.3248797,-0.04852073,-1.870469,-0.0923427,-0.2639833,-2.073043
0.5205228,0.03820661,-1.68251,0.3248797,-0.04852073,-1.870469,-0.0923427,-0.2639833,-2.073043
0.5260016,-0.03729272,-1.681748,0.3294815,-0.08754485,-1.881743,-0.09122969,-0.2687204,-2.070344
0.5260016,-0.03729272,-1.681748,0.3294815,-0.08754485,-1.881743,-0.09122969,-0.2687204,-2.070344
0.5260016,-0.03729272,-1.681748,0.3294815,-0.08754485,-1.881743,-0.09122969,-0.2687204,-2.070344
0.5260016,-0.03729272,-1.681748,0.3294815,-0.08754485,-1.881743,-0.09122969,-0.2687204,-2.070344
0.5151291,-0.1390663,-1.682763,0.3271469,-0.132614,-1.892805,-0.08919135,-0.2639011,-2.071681
0.5151291,-0.1390663,-1.682763,0.3271469,-0.132614,-1.892805,-0.08919135,-0.2639011,-2.071681
0.5151291,-0.1390663,-1.682763,0.3271469,-0.132614,-1.892805,-0.08919135,-0.2639011,-2.071681
0.5151291,-0.1390663,-1.682763,0.3271469,-0.132614,-1.892805,-0.08919135,-0.2639011,-2.071681
0.4889912,-0.212178,-1.682894,0.3156855,-0.1629775,-1.898876,-0.08587217,-0.2646841,-2.07102
0.4889912,-0.212178,-1.682894,0.3156855,-0.1629775,-1.898876,-0.08587217,-0.2646841,-2.07102
0.4428706,-0.3089988,-1.682288,0.2944493,-0.2117508,-1.899831,-0.08618838,-0.2628368,-2.071368
0.4428706,-0.3089988,-1.682288,0.2944493,-0.2117508,-1.899831,-0.08618838,-0.2628368,-2.071368
0.4428706,-0.3089988,-1.682288,0.2944493,-0.2117508,-1.899831,-0.08618838,-0.2628368,-2.071368
0.4428706,-0.3089988,-1.682288,0.2944493,-0.2117508,-1.899831,-0.08618838,-0.2628368,-2.071368
0.369147,-0.4001961,-1.689079,0.2632487,-0.2604508,-1.90986,-0.08634858,-0.2611411,-2.072756
0.369147,-0.4001961,-1.689079,0.2632487,-0.2604508,-1.90986,-0.08634858,-0.2611411,-2.072756
0.2717665,-0.4688582,-1.692346,0.2220523,-0.2959564,-1.91445,-0.08422366,-0.2661768,-2.068892
0.2717665,-0.4688582,-1.692346,0.2220523,-0.2959564,-1.91445,-0.08422366,-0.2661768,-2.068892
0.2717665,-0.4688582,-1.692346,0.2220523,-0.2959564,-1.91445,-0.08422366,-0.2661768,-2.068892
0.2717665,-0.4688582,-1.692346,0.2220523,-0.2959564,-1.91445,-0.08422366,-0.2661768,-2.068892
0.1972483,-0.5000823,-1.696957,0.1934397,-0.3124155,-1.914242,-0.08240631,-0.2648177,-2.069592
0.1972483,-0.5000823,-1.696957,0.1934397,-0.3124155,-1.914242,-0.08240631,-0.2648177,-2.069592
0.1972483,-0.5000823,-1.696957,0.1934397,-0.3124155,-1.914242,-0.08240631,-0.2648177,-2.069592
0.1972483,-0.5000823,-1.696957,0.1934397,-0.3124155,-1.914242,-0.08240631,-0.2648177,-2.069592
0.1113724,-0.4970605,-1.679314,0.1458471,-0.3167939,-1.899962,-0.08289953,-0.2674933,-2.06936
0.1113724,-0.4970605,-1.679314,0.1458471,-0.3167939,-1.899962,-0.08289953,-0.2674933,-2.06936
0.1113724,-0.4970605,-1.679314,0.1458471,-0.3167939,-1.899962,-0.08289953,-0.2674933,-2.06936
0.1113724,-0.4970605,-1.679314,0.1458471,-0.3167939,-1.899962,-0.08289953,-0.2674933,-2.06936
0.04531375,-0.4799274,-1.6635,0.1157976,-0.3128253,-1.884807,-0.08698916,-0.2653758,-2.069176
