Hand_R, , ,Elbow_R, , ,Body, , 
0.2626411,0.3624239,-1.664955,0.2235089,0.123261,-1.82386,-0.09803624,-0.2567962,-2.063445
0.2626411,0.3624239,-1.664955,0.2235089,0.123261,-1.82386,-0.09803624,-0.2567962,-2.063445
0.2626411,0.3624239,-1.664955,0.2235089,0.123261,-1.82386,-0.09803624,-0.2567962,-2.063445
0.2626411,0.3624239,-1.664955,0.2235089,0.123261,-1.82386,-0.09803624,-0.2567962,-2.063445
0.2753668,0.3627925,-1.670634,0.2310022,0.1209388,-1.825444,-0.09241869,-0.2603505,-2.061656
0.2753668,0.3627925,-1.670634,0.2310022,0.1209388,-1.825444,-0.09241869,-0.2603505,-2.061656
0.2960574,0.3566107,-1.676328,0.2438916,0.1152811,-1.830806,-0.09073284,-0.2595331,-2.062613
0.2960574,0.3566107,-1.676328,0.2438916,0.1152811,-1.830806,-0.09073284,-0.2595331,-2.062613
0.2960574,0.3566107,-1.676328,0.2438916,0.1152811,-1.830806,-0.09073284,-0.2595331,-2.062613
0.2960574,0.3566107,-1.676328,0.2438916,0.1152811,-1.830806,-0.09073284,-0.2595331,-2.062613
0.337027,0.3405769,-1.682558,0.264069,0.1015207,-1.835963,-0.09070924,-0.2595874,-2.062724
0.337027,0.3405769,-1.682558,0.264069,0.1015207,-1.835963,-0.09070924,-0.2595874,-2.062724
0.3717298,0.3247314,-1.687843,0.2807615,0.08951005,-1.839652,-0.08631807,-0.2621572,-2.061115
0.3717298,0.3247314,-1.687843,0.2807615,0.08951005,-1.839652,-0.08631807,-0.2621572,-2.061115
0.3717298,0.3247314,-1.687843,0.2807615,0.08951005,-1.839652,-0.08631807,-0.2621572,-2.061115
0.3717298,0.3247314,-1.687843,0.2807615,0.08951005,-1.839652,-0.08631807,-0.2621572,-2.061115
0.4257474,0.2820586,-1.692204,0.3025225,0.06273665,-1.848457,-0.08401578,-0.262104,-2.061108
0.4257474,0.2820586,-1.692204,0.3025225,0.06273665,-1.848457,-0.08401578,-0.262104,-2.061108
0.4257474,0.2820586,-1.692204,0.3025225,0.06273665,-1.848457,-0.08401578,-0.262104,-2.061108
0.4257474,0.2820586,-1.692204,0.3025225,0.06273665,-1.848457,-0.08401578,-0.262104,-2.061108
0.4675411,0.2322233,-1.703356,0.3118809,0.03683577,-1.858941,-0.08635318,-0.2616994,-2.061654
0.4675411,0.2322233,-1.703356,0.3118809,0.03683577,-1.858941,-0.08635318,-0.2616994,-2.061654
0.4675411,0.2322233,-1.703356,0.3118809,0.03683577,-1.858941,-0.08635318,-0.2616994,-2.061654
0.4675411,0.2322233,-1.703356,0.3118809,0.03683577,-1.858941,-0.08635318,-0.2616994,-2.061654
0.5185642,0.1497776,-1.711413,0.3291397,-0.000403576,-1.871937,-0.08728199,-0.2593593,-2.062809
0.5185642,0.1497776,-1.711413,0.3291397,-0.000403576,-1.871937,-0.08728199,-0.2593593,-2.062809
0.5619075,0.04505288,-1.720209,0.3450453,-0.05331958,-1.885018,-0.08925128,-0.2575716,-2.063896
0.5619075,0.04505288,-1.720209,0.3450453,-0.05331958,-1.885018,-0.08925128,-0.2575716,-2.063896
0.5619075,0.04505288,-1.720209,0.3450453,-0.05331958,-1.885018,-0.08925128,-0.2575716,-2.063896
0.5619075,0.04505288,-1.720209,0.3450453,-0.05331958,-1.885018,-0.08925128,-0.2575716,-2.063896
0.5726709,-0.03653343,-1.718542,0.3489464,-0.09396017,-1.888882,-0.09049543,-0.2593752,-2.063095
0.5726709,-0.03653343,-1.718542,0.3489464,-0.09396017,-1.888882,-0.09049543,-0.2593752,-2.063095
0.5608076,-0.1573506,-1.7163,0.3455582,-0.1444228,-1.90107,-0.09104852,-0.2601181,-2.062392
0.5608076,-0.1573506,-1.7163,0.3455582,-0.1444228,-1.90107,-0.09104852,-0.2601181,-2.062392
0.5608076,-0.1573506,-1.7163,0.3455582,-0.1444228,-1.90107,-0.09104852,-0.2601181,-2.062392
0.5608076,-0.1573506,-1.7163,0.3455582,-0.1444228,-1.90107,-0.09104852,-0.2601181,-2.062392
0.5190784,-0.2754622,-1.726029,0.3203823,-0.2018656,-1.916862,-0.09092164,-0.2612904,-2.061858
0.5190784,-0.2754622,-1.726029,0.3203823,-0.2018656,-1.916862,-0.09092164,-0.2612904,-2.061858
0.5190784,-0.2754622,-1.726029,0.3203823,-0.2018656,-1.916862,-0.09092164,-0.2612904,-2.061858
0.5190784,-0.2754622,-1.726029,0.3203823,-0.2018656,-1.916862,-0.09092164,-0.2612904,-2.061858
0.5190784,-0.2754622,-1.726029,0.3203823,-0.2018656,-1.916862,-0.09092164,-0.2612904,-2.061858
0.4791712,-0.3564911,-1.72914,0.2968925,-0.2415326,-1.915251,-0.08999263,-0.2594231,-2.061988
0.4791712,-0.3564911,-1.72914,0.2968925,-0.2415326,-1.915251,-0.08999263,-0.2594231,-2.061988
0.4069082,-0.4370257,-1.726652,0.2660329,-0.2845152,-1.924932,-0.09277429,-0.2593022,-2.062476
0.4069082,-0.4370257,-1.726652,0.2660329,-0.2845152,-1.924932,-0.09277429,-0.2593022,-2.062476
0.4069082,-0.4370257,-1.726652,0.2660329,-0.2845152,-1.924932,-0.09277429,-0.2593022,-2.062476
0.4069082,-0.4370257,-1.726652,0.2660329,-0.2845152,-1.924932,-0.09277429,-0.2593022,-2.062476
0.3004249,-0.494652,-1.722077,0.2257088,-0.3113611,-1.931587,-0.09262631,-0.2598809,-2.061936
0.3004249,-0.494652,-1.722077,0.2257088,-0.3113611,-1.931587,-0.09262631,-0.2598809,-2.061936
0.3004249,-0.494652,-1.722077,0.2257088,-0.3113611,-1.931587,-0.09262631,-0.2598809,-2.061936
