Hand_R, , ,Elbow_R, , ,Shoulder_R, , ,Body, , 
0.3339198,-0.3928522,-2.536019,0.2564763,-0.1084189,-2.611752,0.1876988,0.1404208,-2.55393,0.002935446,-0.06565221,-2.556233
0.3610804,-0.3959343,-2.54049,0.2591213,-0.1209751,-2.603551,0.1879395,0.133628,-2.554397,0.002324585,-0.07167543,-2.560361
0.3610804,-0.3959343,-2.54049,0.2591213,-0.1209751,-2.603551,0.1879395,0.133628,-2.554397,0.002324585,-0.07167543,-2.560361
0.3779041,-0.3907645,-2.513726,0.272502,-0.1262397,-2.595218,0.190725,0.1323512,-2.558206,0.007400126,-0.07508661,-2.559509
0.3779041,-0.3907645,-2.513726,0.272502,-0.1262397,-2.595218,0.190725,0.1323512,-2.558206,0.007400126,-0.07508661,-2.559509
0.3946086,-0.3709799,-2.500279,0.2866082,-0.1149019,-2.587066,0.1743238,0.1306681,-2.551027,-0.003426887,-0.08124524,-2.561175
0.3946086,-0.3709799,-2.500279,0.2866082,-0.1149019,-2.587066,0.1743238,0.1306681,-2.551027,-0.003426887,-0.08124524,-2.561175
0.4239278,-0.3491447,-2.47413,0.3020782,-0.1048112,-2.567032,0.1711048,0.1321204,-2.546851,-0.008131842,-0.07818013,-2.563506
0.4239278,-0.3491447,-2.47413,0.3020782,-0.1048112,-2.567032,0.1711048,0.1321204,-2.546851,-0.008131842,-0.07818013,-2.563506
0.4551599,-0.322501,-2.4535,0.3173311,-0.08994336,-2.548248,0.1723612,0.1328497,-2.546715,-0.00794618,-0.07656399,-2.563577
0.4551599,-0.322501,-2.4535,0.3173311,-0.08994336,-2.548248,0.1723612,0.1328497,-2.546715,-0.00794618,-0.07656399,-2.563577
0.4551599,-0.322501,-2.4535,0.3173311,-0.08994336,-2.548248,0.1723612,0.1328497,-2.546715,-0.00794618,-0.07656399,-2.563577
0.5059192,-0.2854534,-2.430626,0.3372272,-0.07688662,-2.515823,0.1622614,0.1361814,-2.545355,-0.01403794,-0.07624563,-2.566134
0.5059192,-0.2854534,-2.430626,0.3372272,-0.07688662,-2.515823,0.1622614,0.1361814,-2.545355,-0.01403794,-0.07624563,-2.566134
0.5534058,-0.2431378,-2.415097,0.3607948,-0.0569295,-2.497538,0.1682895,0.1743343,-2.550632,-0.01234827,-0.03459876,-2.567928
0.5534058,-0.2431378,-2.415097,0.3607948,-0.0569295,-2.497538,0.1682895,0.1743343,-2.550632,-0.01234827,-0.03459876,-2.567928
0.5979639,-0.1888454,-2.387797,0.3876321,-0.02825726,-2.481868,0.1685741,0.1967689,-2.562933,-0.01208956,-0.01274563,-2.568839
0.5979639,-0.1888454,-2.387797,0.3876321,-0.02825726,-2.481868,0.1685741,0.1967689,-2.562933,-0.01208956,-0.01274563,-2.568839
0.6401503,-0.1318116,-2.369482,0.4054834,0.0001462753,-2.456976,0.1574167,0.178995,-2.553257,-0.01021323,-0.04051225,-2.566723
