Hand_R, , ,Elbow_R, , ,Shoulder_R, , ,Body, , 
0.241876,-0.3901316,-2.491681,0.2487083,-0.09505448,-2.582,0.1840778,0.1931709,-2.557525,0.002439989,-0.01557264,-2.566494
0.241876,-0.3901316,-2.491681,0.2487083,-0.09505448,-2.582,0.1840778,0.1931709,-2.557525,0.002439989,-0.01557264,-2.566494
0.2616974,-0.3924057,-2.492568,0.248964,-0.09563859,-2.575534,0.1815444,0.1961439,-2.559654,0.00107446,-0.01375126,-2.562699
0.2616974,-0.3924057,-2.492568,0.248964,-0.09563859,-2.575534,0.1815444,0.1961439,-2.559654,0.00107446,-0.01375126,-2.562699
0.2931501,-0.388067,-2.487636,0.2526773,-0.09445536,-2.57203,0.1898889,0.2263326,-2.58583,0.00714388,0.01929392,-2.569352
0.2931501,-0.388067,-2.487636,0.2526773,-0.09445536,-2.57203,0.1898889,0.2263326,-2.58583,0.00714388,0.01929392,-2.569352
0.345859,-0.3798005,-2.476997,0.2593977,-0.09477079,-2.568404,0.1828052,0.2100345,-2.56776,0.004578144,-0.001486777,-2.567655
0.345859,-0.3798005,-2.476997,0.2593977,-0.09477079,-2.568404,0.1828052,0.2100345,-2.56776,0.004578144,-0.001486777,-2.567655
0.3956336,-0.3611406,-2.45747,0.2790189,-0.09284426,-2.5546,0.1794368,0.2112774,-2.574788,0.004179835,-0.002469651,-2.563489
0.3956336,-0.3611406,-2.45747,0.2790189,-0.09284426,-2.5546,0.1794368,0.2112774,-2.574788,0.004179835,-0.002469651,-2.563489
0.4572754,-0.312665,-2.429765,0.2999577,-0.07456989,-2.548888,0.1777027,0.2173879,-2.580965,0.003163611,0.003402755,-2.562398
0.4572754,-0.312665,-2.429765,0.2999577,-0.07456989,-2.548888,0.1777027,0.2173879,-2.580965,0.003163611,0.003402755,-2.562398
0.5182578,-0.2584484,-2.410569,0.3273342,-0.04688605,-2.524098,0.1766533,0.2128932,-2.578405,0.002290273,-0.001428213,-2.560979
0.5182578,-0.2584484,-2.410569,0.3273342,-0.04688605,-2.524098,0.1766533,0.2128932,-2.578405,0.002290273,-0.001428213,-2.560979
0.5749024,-0.1956341,-2.383256,0.3588601,-0.01520891,-2.502912,0.1720039,0.199877,-2.569196,-0.008522771,-0.0097593,-2.561749
0.5749024,-0.1956341,-2.383256,0.3588601,-0.01520891,-2.502912,0.1720039,0.199877,-2.569196,-0.008522771,-0.0097593,-2.561749
0.6388546,-0.1216985,-2.391618,0.3830498,0.01468634,-2.481964,0.1709107,0.1995084,-2.562052,-0.007161347,-0.01236663,-2.56419
0.6388546,-0.1216985,-2.391618,0.3830498,0.01468634,-2.481964,0.1709107,0.1995084,-2.562052,-0.007161347,-0.01236663,-2.56419
0.6874257,-0.03139031,-2.383533,0.4103828,0.06572159,-2.464504,0.1706128,0.2090462,-2.568615,-0.006033111,-0.003920341,-2.564269
0.6874257,-0.03139031,-2.383533,0.4103828,0.06572159,-2.464504,0.1706128,0.2090462,-2.568615,-0.006033111,-0.003920341,-2.564269
0.7263528,0.0688054,-2.385921,0.4332514,0.1108581,-2.448887,0.1618533,0.1847331,-2.561314,-0.01427414,-0.02858777,-2.560977
0.7263528,0.0688054,-2.385921,0.4332514,0.1108581,-2.448887,0.1618533,0.1847331,-2.561314,-0.01427414,-0.02858777,-2.560977
0.7462155,0.179634,-2.380113,0.4483316,0.1769097,-2.442242,0.1633789,0.20296,-2.556045,-0.01280917,-0.01012977,-2.562828
0.7462155,0.179634,-2.380113,0.4483316,0.1769097,-2.442242,0.1633789,0.20296,-2.556045,-0.01280917,-0.01012977,-2.562828
0.7379221,0.2868112,-2.359299,0.4534382,0.2294764,-2.4419,0.1643383,0.2035724,-2.544576,-0.01288961,-0.008119837,-2.563087
0.7379221,0.2868112,-2.359299,0.4534382,0.2294764,-2.4419,0.1643383,0.2035724,-2.544576,-0.01288961,-0.008119837,-2.563087
0.720892,0.3911696,-2.344202,0.4475551,0.2960673,-2.439823,0.1629138,0.2135445,-2.544649,-0.01167797,-0.0004607385,-2.562275
0.720892,0.3911696,-2.344202,0.4475551,0.2960673,-2.439823,0.1629138,0.2135445,-2.544649,-0.01167797,-0.0004607385,-2.562275
0.720892,0.3911696,-2.344202,0.4475551,0.2960673,-2.439823,0.1629138,0.2135445,-2.544649,-0.01167797,-0.0004607385,-2.562275
0.6932797,0.4899234,-2.33578,0.4350127,0.3570008,-2.441356,0.1636677,0.2154893,-2.544565,-0.01042005,0.0008328554,-2.560444
0.6932797,0.4899234,-2.33578,0.4350127,0.3570008,-2.441356,0.1636677,0.2154893,-2.544565,-0.01042005,0.0008328554,-2.560444
0.6532626,0.5778347,-2.339164,0.4155893,0.4036871,-2.442541,0.1675941,0.2117148,-2.540299,-0.00720987,-0.001784826,-2.561976
0.6532626,0.5778347,-2.339164,0.4155893,0.4036871,-2.442541,0.1675941,0.2117148,-2.540299,-0.00720987,-0.001784826,-2.561976
0.6052805,0.6536925,-2.348892,0.3871496,0.4495589,-2.44785,0.1686351,0.2107774,-2.541331,-0.005703476,-0.003288972,-2.561834
0.6052805,0.6536925,-2.348892,0.3871496,0.4495589,-2.44785,0.1686351,0.2107774,-2.541331,-0.005703476,-0.003288972,-2.561834
0.5052985,0.6920707,-2.35682,0.3356657,0.4556803,-2.459475,0.1690538,0.2054574,-2.537945,-0.005460837,-0.008092172,-2.561677
0.5052985,0.6920707,-2.35682,0.3356657,0.4556803,-2.459475,0.1690538,0.2054574,-2.537945,-0.005460837,-0.008092172,-2.561677
0.4301948,0.7218496,-2.363951,0.2969332,0.4648631,-2.46837,0.1695981,0.207589,-2.545564,-0.005286946,-0.006237722,-2.563681
0.4301948,0.7218496,-2.363951,0.2969332,0.4648631,-2.46837,0.1695981,0.207589,-2.545564,-0.005286946,-0.006237722,-2.563681
0.3629454,0.7477435,-2.369012,0.2703672,0.4738612,-2.473411,0.1695008,0.2105361,-2.549425,-0.005275784,-0.003845106,-2.56005
0.3629454,0.7477435,-2.369012,0.2703672,0.4738612,-2.473411,0.1695008,0.2105361,-2.549425,-0.005275784,-0.003845106,-2.56005
0.3001485,0.7693873,-2.367878,0.2454486,0.4849051,-2.471131,0.166167,0.2099857,-2.547003,-0.008390772,-0.004524738,-2.559549
0.3001485,0.7693873,-2.367878,0.2454486,0.4849051,-2.471131,0.166167,0.2099857,-2.547003,-0.008390772,-0.004524738,-2.559549
0.2269185,0.7746267,-2.358195,0.2290805,0.490561,-2.473022,0.1654736,0.2105142,-2.548079,-0.009361923,-0.003765413,-2.561073
0.2269185,0.7746267,-2.358195,0.2290805,0.490561,-2.473022,0.1654736,0.2105142,-2.548079,-0.009361923,-0.003765413,-2.561073
0.2269185,0.7746267,-2.358195,0.2290805,0.490561,-2.473022,0.1654736,0.2105142,-2.548079,-0.009361923,-0.003765413,-2.561073
0.2269185,0.7746267,-2.358195,0.2290805,0.490561,-2.473022,0.1654736,0.2105142,-2.548079,-0.009361923,-0.003765413,-2.561073
0.08103873,0.7598454,-2.358875,0.1912441,0.4930186,-2.461849,0.164963,0.210521,-2.548493,-0.01083123,-0.002973693,-2.561527
0.08103873,0.7598454,-2.358875,0.1912441,0.4930186,-2.461849,0.164963,0.210521,-2.548493,-0.01083123,-0.002973693,-2.561527
0.01764182,0.7436265,-2.364416,0.17001,0.4963756,-2.463936,0.164148,0.2145797,-2.548092,-0.0120573,0.001586981,-2.56354
0.01764182,0.7436265,-2.364416,0.17001,0.4963756,-2.463936,0.164148,0.2145797,-2.548092,-0.0120573,0.001586981,-2.56354
0.01764182,0.7436265,-2.364416,0.17001,0.4963756,-2.463936,0.164148,0.2145797,-2.548092,-0.0120573,0.001586981,-2.56354
0.01764182,0.7436265,-2.364416,0.17001,0.4963756,-2.463936,0.164148,0.2145797,-2.548092,-0.0120573,0.001586981,-2.56354
-0.04489636,0.7192042,-2.373334,0.153283,0.4995916,-2.453215,0.1616207,0.2191126,-2.548833,-0.01367208,0.005315444,-2.563089
-0.04489636,0.7192042,-2.373334,0.153283,0.4995916,-2.453215,0.1616207,0.2191126,-2.548833,-0.01367208,0.005315444,-2.563089
-0.1108878,0.6833786,-2.386295,0.1336122,0.508416,-2.44148,0.1609526,0.2126603,-2.54551,-0.01610899,0.0004833154,-2.562071
