Hand_L, , ,Shoulder_L, , 
-0.5293768,0.3320728,-2.130354,-0.1508615,0.3071389,-2.534817
-0.5678946,0.2786386,-2.160516,-0.152223,0.3023009,-2.535353
-0.5678946,0.2786386,-2.160516,-0.152223,0.3023009,-2.535353
-0.5851102,0.2265956,-2.171629,-0.1502172,0.3021492,-2.537211
-0.5851102,0.2265956,-2.171629,-0.1502172,0.3021492,-2.537211
-0.5851102,0.2265956,-2.171629,-0.1502172,0.3021492,-2.537211
-0.5851102,0.2265956,-2.171629,-0.1502172,0.3021492,-2.537211
-0.6039659,0.1832523,-2.184294,-0.1488533,0.3032668,-2.534693
-0.6039659,0.1832523,-2.184294,-0.1488533,0.3032668,-2.534693
-0.5977435,0.0749183,-2.232388,-0.1478279,0.3038096,-2.533785
-0.5977435,0.0749183,-2.232388,-0.1478279,0.3038096,-2.533785
-0.5839359,0.006774956,-2.251777,-0.1497827,0.3055157,-2.534252
-0.5839359,0.006774956,-2.251777,-0.1497827,0.3055157,-2.534252
-0.5392344,-0.052264,-2.27891,-0.1498135,0.3060944,-2.537686
-0.5392344,-0.052264,-2.27891,-0.1498135,0.3060944,-2.537686
-0.5392344,-0.052264,-2.27891,-0.1498135,0.3060944,-2.537686
-0.5392344,-0.052264,-2.27891,-0.1498135,0.3060944,-2.537686
-0.5028962,-0.09791681,-2.304337,-0.1471721,0.3081711,-2.532515
-0.5028962,-0.09791681,-2.304337,-0.1471721,0.3081711,-2.532515
-0.466929,-0.13402,-2.298303,-0.1503354,0.3091969,-2.543344
-0.466929,-0.13402,-2.298303,-0.1503354,0.3091969,-2.543344
-0.4140705,-0.1674762,-2.28923,-0.1518651,0.3150958,-2.550728
-0.4140705,-0.1674762,-2.28923,-0.1518651,0.3150958,-2.550728
-0.4140705,-0.1674762,-2.28923,-0.1518651,0.3150958,-2.550728
-0.3475977,-0.1829766,-2.289286,-0.1554441,0.3142439,-2.546627
-0.3475977,-0.1829766,-2.289286,-0.1554441,0.3142439,-2.546627
-0.2764874,-0.1936736,-2.275208,-0.1569882,0.3205754,-2.549613
-0.2764874,-0.1936736,-2.275208,-0.1569882,0.3205754,-2.549613
-0.2764874,-0.1936736,-2.275208,-0.1569882,0.3205754,-2.549613
-0.2764874,-0.1936736,-2.275208,-0.1569882,0.3205754,-2.549613
-0.2049872,-0.193095,-2.249398,-0.1579622,0.3147602,-2.544688
-0.2049872,-0.193095,-2.249398,-0.1579622,0.3147602,-2.544688
-0.136047,-0.181185,-2.245122,-0.1575516,0.3082646,-2.539823
-0.136047,-0.181185,-2.245122,-0.1575516,0.3082646,-2.539823
-0.09177044,-0.1513185,-2.274539,-0.1562782,0.3084667,-2.53796
-0.09177044,-0.1513185,-2.274539,-0.1562782,0.3084667,-2.53796
-0.0561304,-0.1136262,-2.284873,-0.1567414,0.3061112,-2.535168
-0.0561304,-0.1136262,-2.284873,-0.1567414,0.3061112,-2.535168
-0.01267355,-0.07893405,-2.27266,-0.155105,0.3076398,-2.535447
-0.01267355,-0.07893405,-2.27266,-0.155105,0.3076398,-2.535447
-0.01267355,-0.07893405,-2.27266,-0.155105,0.3076398,-2.535447
-0.01267355,-0.07893405,-2.27266,-0.155105,0.3076398,-2.535447
0.04495296,-0.02854095,-2.232471,-0.155002,0.3035821,-2.528632
0.04495296,-0.02854095,-2.232471,-0.155002,0.3035821,-2.528632
0.09339073,0.03759396,-2.196903,-0.1504213,0.3069309,-2.525336
0.09339073,0.03759396,-2.196903,-0.1504213,0.3069309,-2.525336
0.1232739,0.09989221,-2.178944,-0.1491459,0.3102762,-2.522357
0.1232739,0.09989221,-2.178944,-0.1491459,0.3102762,-2.522357
0.1270057,0.1504154,-2.173014,-0.148042,0.3118051,-2.522885
0.1270057,0.1504154,-2.173014,-0.148042,0.3118051,-2.522885
0.1258223,0.2125199,-2.158132,-0.1480361,0.3113735,-2.522061
0.1258223,0.2125199,-2.158132,-0.1480361,0.3113735,-2.522061
0.1258223,0.2125199,-2.158132,-0.1480361,0.3113735,-2.522061
0.1258223,0.2125199,-2.158132,-0.1480361,0.3113735,-2.522061
0.1350392,0.2867843,-2.147449,-0.1441725,0.3117005,-2.517789
0.1350392,0.2867843,-2.147449,-0.1441725,0.3117005,-2.517789
0.1279828,0.3496402,-2.144884,-0.1419581,0.3155845,-2.517771
0.1279828,0.3496402,-2.144884,-0.1419581,0.3155845,-2.517771
0.1202312,0.4013577,-2.147388,-0.141508,0.3067107,-2.521426
0.1202312,0.4013577,-2.147388,-0.141508,0.3067107,-2.521426
0.102143,0.4392808,-2.147287,-0.1467737,0.3191004,-2.530368
0.102143,0.4392808,-2.147287,-0.1467737,0.3191004,-2.530368
0.102143,0.4392808,-2.147287,-0.1467737,0.3191004,-2.530368
0.102143,0.4392808,-2.147287,-0.1467737,0.3191004,-2.530368
0.07618044,0.480312,-2.140926,-0.1456062,0.3177908,-2.535694
0.07618044,0.480312,-2.140926,-0.1456062,0.3177908,-2.535694
0.04729673,0.5075033,-2.141042,-0.1470374,0.2796174,-2.519799
0.04729673,0.5075033,-2.141042,-0.1470374,0.2796174,-2.519799
0.02162766,0.5261153,-2.140306,-0.1492985,0.2675616,-2.512465
0.02162766,0.5261153,-2.140306,-0.1492985,0.2675616,-2.512465
0.02162766,0.5261153,-2.140306,-0.1497365,0.2624454,-2.511537
-0.01039345,0.5382819,-2.14375,-0.1497365,0.2624454,-2.511537
-0.01039345,0.5382819,-2.14375,-0.1497365,0.2624454,-2.511537
-0.04221467,0.5497538,-2.14366,-0.1536949,0.2486767,-2.509822
-0.04221467,0.5497538,-2.14366,-0.1536949,0.2486767,-2.509822
-0.06445481,0.5566058,-2.142282,-0.155494,0.2432616,-2.509838
-0.06445481,0.5566058,-2.142282,-0.155494,0.2432616,-2.509838
-0.08676562,0.5600675,-2.136036,-0.1546724,0.2420669,-2.510021
-0.08676562,0.5600675,-2.136036,-0.1546724,0.2420669,-2.510021
-0.1068106,0.5595787,-2.143605,-0.1494889,0.2394831,-2.509998
-0.1068106,0.5595787,-2.143605,-0.1494889,0.2394831,-2.509998
