Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.7484136,0.5869408,-2.328592,0.5445903,0.5922955,-2.36667,-0.3002662,0.3251085,-2.656526,0.06347048,0.3104437,-2.642569
-0.7713682,0.5274122,-2.345113,0.5692356,0.5391679,-2.383359,-0.2995638,0.3246019,-2.652418,0.06427336,0.3092809,-2.642561
-0.7713682,0.5274122,-2.345113,0.5692356,0.5391679,-2.383359,-0.2995638,0.3246019,-2.652418,0.06427336,0.3092809,-2.642561
-0.7713682,0.5274122,-2.345113,0.5692356,0.5391679,-2.383359,-0.2995638,0.3246019,-2.652418,0.06427336,0.3092809,-2.642561
-0.7713682,0.5274122,-2.345113,0.5692356,0.5391679,-2.383359,-0.2995638,0.3246019,-2.652418,0.06427336,0.3092809,-2.642561
-0.7899076,0.4781569,-2.35083,0.5955288,0.4890659,-2.405395,-0.2981582,0.3223968,-2.650763,0.06570267,0.3066535,-2.642205
-0.7899076,0.4781569,-2.35083,0.5955288,0.4890659,-2.405395,-0.2981582,0.3223968,-2.650763,0.06570267,0.3066535,-2.642205
-0.8013319,0.4085813,-2.361071,0.6189163,0.4318599,-2.433762,-0.2999007,0.3214972,-2.65057,0.0639772,0.3058902,-2.642375
-0.8013319,0.4085813,-2.361071,0.6189163,0.4318599,-2.433762,-0.2999007,0.3214972,-2.65057,0.0639772,0.3058902,-2.642375
-0.8013319,0.4085813,-2.361071,0.6189163,0.4318599,-2.433762,-0.2999007,0.3214972,-2.65057,0.0639772,0.3058902,-2.642375
-0.8013319,0.4085813,-2.361071,0.6189163,0.4318599,-2.433762,-0.2999007,0.3214972,-2.65057,0.0639772,0.3058902,-2.642375
-0.8205201,0.3218668,-2.369154,0.6256925,0.357696,-2.444471,-0.3000746,0.3178777,-2.649572,0.06381632,0.3020602,-2.642421
-0.8205201,0.3218668,-2.369154,0.6256925,0.357696,-2.444471,-0.3000746,0.3178777,-2.649572,0.06381632,0.3020602,-2.642421
-0.8205201,0.3218668,-2.369154,0.6256925,0.357696,-2.444471,-0.3000746,0.3178777,-2.649572,0.06381632,0.3020602,-2.642421
-0.8293561,0.2423554,-2.379916,0.627645,0.2834277,-2.460841,-0.2995715,0.3195198,-2.649781,0.06430048,0.303692,-2.641733
-0.8293561,0.2423554,-2.379916,0.627645,0.2834277,-2.460841,-0.2995715,0.3195198,-2.649781,0.06430048,0.303692,-2.641733
-0.8293561,0.2423554,-2.379916,0.627645,0.2834277,-2.460841,-0.2995715,0.3195198,-2.649781,0.06430048,0.303692,-2.641733
-0.8293561,0.2423554,-2.379916,0.627645,0.2834277,-2.460841,-0.2995715,0.3195198,-2.649781,0.06430048,0.303692,-2.641733
-0.8057325,0.1750766,-2.406264,0.6293041,0.2045514,-2.49874,-0.3003899,0.3147121,-2.643108,0.06355175,0.2993823,-2.637975
-0.8057325,0.1750766,-2.406264,0.6293041,0.2045514,-2.49874,-0.3003899,0.3147121,-2.643108,0.06355175,0.2993823,-2.637975
