Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.8111585,0.542812,-2.390859,0.5698379,0.5743896,-2.402733,-0.3049732,0.3182461,-2.650839,0.0589262,0.3038695,-2.641505
-0.8292521,0.4984862,-2.394146,0.5805438,0.535627,-2.415653,-0.3005351,0.3198333,-2.650825,0.06331005,0.3051153,-2.639995
-0.8292521,0.4984862,-2.394146,0.5805438,0.535627,-2.415653,-0.3005351,0.3198333,-2.650825,0.06331005,0.3051153,-2.639995
-0.8398963,0.4453793,-2.39996,0.6017427,0.4968431,-2.437944,-0.3003862,0.3187965,-2.649412,0.06358814,0.3055311,-2.641671
-0.8398963,0.4453793,-2.39996,0.6017427,0.4968431,-2.437944,-0.3003862,0.3187965,-2.649412,0.06358814,0.3055311,-2.641671
-0.8416381,0.3914331,-2.409436,0.6204454,0.4451769,-2.456,-0.3021803,0.3245642,-2.651126,0.06180342,0.3114671,-2.643274
-0.8416381,0.3914331,-2.409436,0.6204454,0.4451769,-2.456,-0.3021803,0.3245642,-2.651126,0.06180342,0.3114671,-2.643274
-0.8630942,0.3233994,-2.427035,0.6433986,0.3845734,-2.477665,-0.3009447,0.3220864,-2.650672,0.06301728,0.3084859,-2.642611
-0.8630942,0.3233994,-2.427035,0.6433986,0.3845734,-2.477665,-0.3009447,0.3220864,-2.650672,0.06301728,0.3084859,-2.642611
-0.8630942,0.3233994,-2.427035,0.6433986,0.3845734,-2.477665,-0.3009447,0.3220864,-2.650672,0.06301728,0.3084859,-2.642611
-0.8630942,0.3233994,-2.427035,0.6433986,0.3845734,-2.477665,-0.3009447,0.3220864,-2.650672,0.06301728,0.3084859,-2.642611
-0.8636807,0.2556435,-2.442652,0.6415634,0.326341,-2.490232,-0.2999384,0.3204092,-2.648528,0.06407427,0.3069648,-2.64306
-0.8636807,0.2556435,-2.442652,0.6415634,0.326341,-2.490232,-0.2999384,0.3204092,-2.648528,0.06407427,0.3069648,-2.64306
-0.8636807,0.2556435,-2.442652,0.6415634,0.326341,-2.490232,-0.2999384,0.3204092,-2.648528,0.0633058,0.3094388,-2.643332
-0.8575411,0.2050502,-2.454953,0.6406968,0.2617249,-2.506419,-0.3007008,0.3227228,-2.649678,0.0633058,0.3094388,-2.643332
-0.8575411,0.2050502,-2.454953,0.6406968,0.2617249,-2.506419,-0.3007008,0.3227228,-2.649678,0.0633058,0.3094388,-2.643332
-0.8400854,0.1465621,-2.472912,0.6368753,0.2003206,-2.51675,-0.3013917,0.3201279,-2.648185,0.06263684,0.3067259,-2.643638
-0.8400854,0.1465621,-2.472912,0.6368753,0.2003206,-2.51675,-0.3013917,0.3201279,-2.648185,0.06263684,0.3067259,-2.643638
-0.801183,0.07972869,-2.489679,0.6194724,0.1476747,-2.52203,-0.3026617,0.3191791,-2.650507,0.06129676,0.3058439,-2.64223
-0.801183,0.07972869,-2.489679,0.6194724,0.1476747,-2.52203,-0.3026617,0.3191791,-2.650507,0.06129676,0.3058439,-2.64223
-0.7640955,0.01783394,-2.498086,0.6116245,0.0846542,-2.535593,-0.3030796,0.3214105,-2.657047,0.06066545,0.3058944,-2.644503
-0.7640955,0.01783394,-2.498086,0.6116245,0.0846542,-2.535593,-0.3030796,0.3214105,-2.657047,0.06066545,0.3058944,-2.644503
-0.7367914,-0.02964842,-2.509099,0.5930681,0.02047947,-2.543476,-0.3032802,0.3212681,-2.653472,0.06049202,0.3045685,-2.643291
-0.7367914,-0.02964842,-2.509099,0.5930681,0.02047947,-2.543476,-0.3032802,0.3212681,-2.653472,0.06049202,0.3045685,-2.643291
-0.6990197,-0.07073401,-2.517402,0.564853,-0.03174411,-2.55807,-0.3019702,0.3243152,-2.651726,0.06181835,0.3072401,-2.642598
-0.6990197,-0.07073401,-2.517402,0.564853,-0.03174411,-2.55807,-0.3019702,0.3243152,-2.651726,0.06181835,0.3072401,-2.642598
-0.6512231,-0.1048943,-2.541793,0.5400448,-0.0861032,-2.588408,-0.3019425,0.3243,-2.650767,0.06187174,0.3070628,-2.643036
-0.6512231,-0.1048943,-2.541793,0.5400448,-0.0861032,-2.588408,-0.3019425,0.3243,-2.650767,0.06187174,0.3070628,-2.643036
-0.6088204,-0.1359977,-2.55164,0.5074999,-0.1310454,-2.586126,-0.3013084,0.3200611,-2.642149,0.06257536,0.3031051,-2.641192
-0.6088204,-0.1359977,-2.55164,0.5074999,-0.1310454,-2.586126,-0.3013084,0.3200611,-2.642149,0.06257536,0.3031051,-2.641192
-0.6088204,-0.1359977,-2.55164,0.5074999,-0.1310454,-2.586126,-0.3013084,0.3200611,-2.642149,0.06257536,0.3031051,-2.641192
-0.6088204,-0.1359977,-2.55164,0.5074999,-0.1310454,-2.586126,-0.3013084,0.3200611,-2.642149,0.06257536,0.3031051,-2.641192
-0.589339,-0.1790395,-2.578917,0.4725019,-0.169844,-2.590055,-0.3011582,0.3173035,-2.637925,0.06273779,0.3002876,-2.639515
-0.589339,-0.1790395,-2.578917,0.4725019,-0.169844,-2.590055,-0.3011582,0.3173035,-2.637925,0.06273779,0.3002876,-2.639515
-0.553134,-0.1934964,-2.600996,0.4378783,-0.2037665,-2.597805,-0.3015177,0.3184878,-2.642457,0.06242413,0.3026101,-2.645664
-0.553134,-0.1934964,-2.600996,0.4378783,-0.2037665,-2.597805,-0.3015177,0.3184878,-2.642457,0.06242413,0.3026101,-2.645664
-0.532049,-0.2208699,-2.61007,0.4014809,-0.22665,-2.617611,-0.3032002,0.3204809,-2.651334,0.06049071,0.3037765,-2.641549
-0.532049,-0.2208699,-2.61007,0.4014809,-0.22665,-2.617611,-0.3032002,0.3204809,-2.651334,0.06049071,0.3037765,-2.641549
-0.5126398,-0.2467839,-2.61701,0.3734616,-0.2513861,-2.631802,-0.303094,0.3193723,-2.655023,0.06043766,0.3020952,-2.639602
-0.5126398,-0.2467839,-2.61701,0.3734616,-0.2513861,-2.631802,-0.303094,0.3193723,-2.655023,0.06043766,0.3020952,-2.639602
-0.4862552,-0.2633239,-2.638749,0.3419888,-0.2668017,-2.644989,-0.3024032,0.3202874,-2.657746,0.0608429,0.3017086,-2.637465
-0.4862552,-0.2633239,-2.638749,0.3419888,-0.2668017,-2.644989,-0.3024032,0.3202874,-2.657746,0.0608429,0.3017086,-2.637465
-0.4615694,-0.2645577,-2.643623,0.3120543,-0.2744674,-2.616215,-0.3034907,0.3207762,-2.658762,0.05962586,0.3015109,-2.636633
-0.4615694,-0.2645577,-2.643623,0.3120543,-0.2744674,-2.616215,-0.3034907,0.3207762,-2.658762,0.05962586,0.3015109,-2.636633
-0.4418336,-0.2843654,-2.638783,0.2686419,-0.2757565,-2.632544,-0.3029206,0.3200977,-2.657691,0.06022672,0.3006241,-2.636186
-0.4418336,-0.2843654,-2.638783,0.2686419,-0.2757565,-2.632544,-0.3029206,0.3200977,-2.657691,0.06022672,0.3006241,-2.636186
-0.4418336,-0.2843654,-2.638783,0.2686419,-0.2757565,-2.632544,-0.3029206,0.3200977,-2.657691,0.06022672,0.3006241,-2.636186
-0.4418336,-0.2843654,-2.638783,0.2686419,-0.2757565,-2.632544,-0.3029206,0.3200977,-2.657691,0.06022672,0.3006241,-2.636186
-0.3938481,-0.2745816,-2.626035,0.2052165,-0.3002665,-2.636601,-0.3038756,0.3213733,-2.660825,0.05890035,0.3008983,-2.634796
-0.3938481,-0.2745816,-2.626035,0.2052165,-0.3002665,-2.636601,-0.3038756,0.3213733,-2.660825,0.05890035,0.3008983,-2.634796
-0.3938481,-0.2745816,-2.626035,0.2052165,-0.3002665,-2.636601,-0.3038756,0.3213733,-2.660825,0.05890035,0.3008983,-2.634796
-0.3938481,-0.2745816,-2.626035,0.2052165,-0.3002665,-2.636601,-0.3038756,0.3213733,-2.660825,0.05890035,0.3008983,-2.634796
-0.3938481,-0.2745816,-2.626035,0.2052165,-0.3002665,-2.636601,-0.3038756,0.3213733,-2.660825,0.05890035,0.3008983,-2.634796
