Hand_R, , ,Elbow_R, , ,Shoulder_R, , 
-0.1064635,0.2022034,-2.227556,0.1393627,0.1590383,-2.382373,0.09981945,0.292109,-2.557938
-0.1064635,0.2022034,-2.227556,0.1393627,0.1590383,-2.382373,0.09981945,0.292109,-2.557938
-0.1064635,0.2022034,-2.227556,0.1393627,0.1590383,-2.382373,0.09981945,0.292109,-2.557938
-0.1134573,0.1327416,-2.240605,0.1303589,0.1368715,-2.389666,0.09981315,0.2921004,-2.557987
-0.1134573,0.1327416,-2.240605,0.1303589,0.1368715,-2.389666,0.09981315,0.2921004,-2.557987
-0.1003586,0.07063674,-2.259951,0.1418719,0.08926997,-2.590622,0.09981283,0.2920998,-2.558004
-0.1003586,0.07063674,-2.259951,0.1418719,0.08926997,-2.590622,0.09981283,0.2920998,-2.558004
-0.1006328,0.07446887,-2.260878,0.1422212,0.08725474,-2.598155,0.09982105,0.292095,-2.558054
-0.1006328,0.07446887,-2.260878,0.1422212,0.08725474,-2.598155,0.09982105,0.292095,-2.558054
-0.1006328,0.07446887,-2.260878,0.1422212,0.08725474,-2.598155,0.09982105,0.292095,-2.558054
-0.1006328,0.07446887,-2.260878,0.1422212,0.08725474,-2.598155,0.09982105,0.292095,-2.558054
-0.09850705,0.07723099,-2.264725,0.1422476,0.08621537,-2.598248,0.0998387,0.2920903,-2.558129
-0.09850705,0.07723099,-2.264725,0.1422476,0.08621537,-2.598248,0.0998387,0.2920903,-2.558129
-0.09056382,0.0775639,-2.273832,0.1423564,0.08571608,-2.59842,0.09994609,0.2920321,-2.558197
-0.09056382,0.0775639,-2.273832,0.1423564,0.08571608,-2.59842,0.09994609,0.2920321,-2.558197
-0.07487153,0.07150181,-2.285983,0.1424473,0.08544853,-2.598403,0.1001429,0.2919687,-2.558232
-0.07487153,0.07150181,-2.285983,0.1424473,0.08544853,-2.598403,0.1001429,0.2919687,-2.558232
-0.07487153,0.07150181,-2.285983,0.1424473,0.08544853,-2.598403,0.1001429,0.2919687,-2.558232
0.1422369,-0.1612575,-2.377404,0.1429554,0.08416269,-2.597736,0.100496,0.2918231,-2.558404
0.1422369,-0.1612575,-2.377404,0.1429554,0.08416269,-2.597736,0.100496,0.2918231,-2.558404
0.1422369,-0.1612575,-2.377404,0.1429554,0.08416269,-2.597736,0.100496,0.2918231,-2.558404
0.1422369,-0.1612575,-2.377404,0.1429554,0.08416269,-2.597736,0.100496,0.2918231,-2.558404
0.1741864,-0.1747163,-2.380859,0.1467725,0.0793241,-2.595941,0.1010075,0.2915751,-2.558587
0.1741864,-0.1747163,-2.380859,0.1467725,0.0793241,-2.595941,0.1010075,0.2915751,-2.558587
0.2221182,-0.1785123,-2.38704,0.1523528,0.07405993,-2.594698,0.1016864,0.2912182,-2.558839
0.2221182,-0.1785123,-2.38704,0.1523528,0.07405993,-2.594698,0.1016864,0.2912182,-2.558839
0.2811616,-0.1670379,-2.395079,0.1738417,0.07393088,-2.589633,0.1024655,0.290848,-2.55914
0.2811616,-0.1670379,-2.395079,0.1738417,0.07393088,-2.589633,0.1024655,0.290848,-2.55914
0.2811616,-0.1670379,-2.395079,0.1738417,0.07393088,-2.589633,0.1024655,0.290848,-2.55914
0.2811616,-0.1670379,-2.395079,0.1738417,0.07393088,-2.589633,0.1024655,0.290848,-2.55914
0.3322693,-0.1466974,-2.390954,0.1879135,0.07453419,-2.585951,0.1033663,0.2904792,-2.559658
0.3322693,-0.1466974,-2.390954,0.1879135,0.07453419,-2.585951,0.1033663,0.2904792,-2.559658
0.3885739,-0.1137548,-2.375185,0.1995461,0.07559394,-2.583624,0.1040597,0.2902303,-2.560188
0.3885739,-0.1137548,-2.375185,0.1995461,0.07559394,-2.583624,0.1040597,0.2902303,-2.560188
0.3885739,-0.1137548,-2.375185,0.1995461,0.07559394,-2.583624,0.1040597,0.2902303,-2.560188
0.3885739,-0.1137548,-2.375185,0.1995461,0.07559394,-2.583624,0.1040597,0.2902303,-2.560188
0.4156255,-0.07912079,-2.368596,0.2211506,0.08022405,-2.581978,0.1049279,0.2899493,-2.560862
0.4156255,-0.07912079,-2.368596,0.2211506,0.08022405,-2.581978,0.1049279,0.2899493,-2.560862
0.4156255,-0.07912079,-2.368596,0.2211506,0.08022405,-2.581978,0.1049279,0.2899493,-2.560862
0.4156255,-0.07912079,-2.368596,0.2211506,0.08022405,-2.581978,0.1049279,0.2899493,-2.560862
0.4503852,-0.0304653,-2.347061,0.2440351,0.0883074,-2.573401,0.1063355,0.2895573,-2.561876
0.4503852,-0.0304653,-2.347061,0.2440351,0.0883074,-2.573401,0.1063355,0.2895573,-2.561876
0.4503852,-0.0304653,-2.347061,0.2440351,0.0883074,-2.573401,0.1063355,0.2895573,-2.561876
0.4503852,-0.0304653,-2.347061,0.2440351,0.0883074,-2.573401,0.1063355,0.2895573,-2.561876
0.4536378,0.02826042,-2.335579,0.2613722,0.09489892,-2.56571,0.1075205,0.2891718,-2.562514
0.4536378,0.02826042,-2.335579,0.2613722,0.09489892,-2.56571,0.1075205,0.2891718,-2.562514
0.528093,0.1247398,-2.273318,0.291742,0.1089639,-2.550929,0.1091865,0.2886135,-2.563523
0.528093,0.1247398,-2.273318,0.291742,0.1089639,-2.550929,0.1091865,0.2886135,-2.563523
0.528093,0.1247398,-2.273318,0.291742,0.1089639,-2.550929,0.1091865,0.2886135,-2.563523
0.528093,0.1247398,-2.273318,0.291742,0.1089639,-2.550929,0.1091865,0.2886135,-2.563523
0.5355607,0.1602334,-2.263029,0.3122703,0.1219779,-2.543137,0.1106857,0.2881991,-2.564741
0.5355607,0.1602334,-2.263029,0.3122703,0.1219779,-2.543137,0.1106857,0.2881991,-2.564741
0.5355607,0.1602334,-2.263029,0.3122703,0.1219779,-2.543137,0.1106857,0.2881991,-2.564741
0.5355607,0.1602334,-2.263029,0.3122703,0.1219779,-2.543137,0.1106857,0.2881991,-2.564741
0.5395966,0.2298306,-2.235075,0.3354784,0.1431898,-2.533393,0.1124032,0.2877022,-2.565855
0.5395966,0.2298306,-2.235075,0.3354784,0.1431898,-2.533393,0.1124032,0.2877022,-2.565855
0.4939686,0.3066382,-2.222253,0.345816,0.1660219,-2.522504,0.1138699,0.2872968,-2.566678
0.4939686,0.3066382,-2.222253,0.345816,0.1660219,-2.522504,0.1138699,0.2872968,-2.566678
0.4614,0.3511108,-2.212194,0.3500489,0.1810657,-2.513672,0.1152079,0.2869419,-2.567234
0.4614,0.3511108,-2.212194,0.3500489,0.1810657,-2.513672,0.1152079,0.2869419,-2.567234
0.4614,0.3511108,-2.212194,0.3500489,0.1810657,-2.513672,0.1152079,0.2869419,-2.567234
0.4614,0.3511108,-2.212194,0.3500489,0.1810657,-2.513672,0.1152079,0.2869419,-2.567234
0.4614,0.3511108,-2.212194,0.3500489,0.1810657,-2.513672,0.1152079,0.2869419,-2.567234
0.4234333,0.3908309,-2.199738,0.3515928,0.1983207,-2.495664,0.1162279,0.2866053,-2.56754
0.4234333,0.3908309,-2.199738,0.3515928,0.1983207,-2.495664,0.1162279,0.2866053,-2.56754
0.3864026,0.4106455,-2.200715,0.349232,0.2023701,-2.48858,0.1171747,0.2862849,-2.567812
0.3864026,0.4106455,-2.200715,0.349232,0.2023701,-2.48858,0.1171747,0.2862849,-2.567812
0.3504091,0.42239,-2.202643,0.341348,0.2058682,-2.479066,0.1181814,0.2859529,-2.568037
0.3504091,0.42239,-2.202643,0.341348,0.2058682,-2.479066,0.1181814,0.2859529,-2.568037
0.3121405,0.430943,-2.206166,0.3309238,0.2078729,-2.463973,0.1191046,0.2857127,-2.56822
0.3121405,0.430943,-2.206166,0.3309238,0.2078729,-2.463973,0.1191046,0.2857127,-2.56822
0.3121405,0.430943,-2.206166,0.3309238,0.2078729,-2.463973,0.1191046,0.2857127,-2.56822
0.3121405,0.430943,-2.206166,0.3309238,0.2078729,-2.463973,0.1191046,0.2857127,-2.56822
0.2791738,0.4390434,-2.208764,0.3215679,0.2088413,-2.451926,0.1199683,0.2854803,-2.568487
0.2791738,0.4390434,-2.208764,0.3215679,0.2088413,-2.451926,0.1199683,0.2854803,-2.568487
0.2791738,0.4390434,-2.208764,0.3215679,0.2088413,-2.451926,0.1199683,0.2854803,-2.568487
0.2791738,0.4390434,-2.208764,0.3215679,0.2088413,-2.451926,0.1199683,0.2854803,-2.568487
0.2534841,0.4429732,-2.211713,0.3137172,0.209481,-2.442475,0.1207205,0.285269,-2.568779
0.2534841,0.4429732,-2.211713,0.3137172,0.209481,-2.442475,0.1207205,0.285269,-2.568779
