Hand_R, , ,Elbow_R, , ,Shoulder_R, , 
0.01805532,0.4513622,-2.229409,0.1868614,0.230173,-2.358809,0.1320291,0.2786123,-2.582978
0.01805532,0.4513622,-2.229409,0.1868614,0.230173,-2.358809,0.1320291,0.2786123,-2.582978
0.01805532,0.4513622,-2.229409,0.1868614,0.230173,-2.358809,0.1320291,0.2786123,-2.582978
-0.01339265,0.4272845,-2.226588,0.1742861,0.2276594,-2.359125,0.1318852,0.2784901,-2.582971
-0.01339265,0.4272845,-2.226588,0.1742861,0.2276594,-2.359125,0.1318852,0.2784901,-2.582971
-0.04048588,0.408887,-2.226019,0.1454496,0.2152991,-2.351154,0.1316053,0.278316,-2.582847
-0.04048588,0.408887,-2.226019,0.1454496,0.2152991,-2.351154,0.1316053,0.278316,-2.582847
-0.04048588,0.408887,-2.226019,0.1454496,0.2152991,-2.351154,0.1316053,0.278316,-2.582847
-0.04048588,0.408887,-2.226019,0.1454496,0.2152991,-2.351154,0.1316053,0.278316,-2.582847
-0.07072197,0.3765365,-2.229963,0.1089218,0.1972066,-2.338133,0.1307887,0.2778783,-2.582072
-0.07072197,0.3765365,-2.229963,0.1089218,0.1972066,-2.338133,0.1307887,0.2778783,-2.582072
-0.1375964,0.2880861,-2.282789,0.08023714,0.1747677,-2.326002,0.1300181,0.2773655,-2.581445
-0.1375964,0.2880861,-2.282789,0.08023714,0.1747677,-2.326002,0.1300181,0.2773655,-2.581445
-0.1375964,0.2880861,-2.282789,0.08023714,0.1747677,-2.326002,0.1300181,0.2773655,-2.581445
-0.1375964,0.2880861,-2.282789,0.08023714,0.1747677,-2.326002,0.1300181,0.2773655,-2.581445
-0.1543689,0.2235295,-2.26698,0.05276661,0.1341963,-2.356072,0.1295681,0.2770995,-2.581152
-0.1543689,0.2235295,-2.26698,0.05276661,0.1341963,-2.356072,0.1295681,0.2770995,-2.581152
-0.1554141,0.1832066,-2.271224,0.06739321,0.08012406,-2.437944,0.1292655,0.2769863,-2.580962
-0.1554141,0.1832066,-2.271224,0.06739321,0.08012406,-2.437944,0.1292655,0.2769863,-2.580962
-0.1554141,0.1832066,-2.271224,0.06739321,0.08012406,-2.437944,0.1292655,0.2769863,-2.580962
-0.1554141,0.1832066,-2.271224,0.06739321,0.08012406,-2.437944,0.1292655,0.2769863,-2.580962
-0.08536778,0.07845923,-2.316461,0.06965517,0.06899738,-2.45521,0.1290426,0.2768867,-2.58083
-0.08536778,0.07845923,-2.316461,0.06965517,0.06899738,-2.45521,0.1290426,0.2768867,-2.58083
-0.062117,0.0323929,-2.34367,0.07295977,0.06168383,-2.468133,0.1288797,0.2768034,-2.580738
-0.062117,0.0323929,-2.34367,0.07295977,0.06168383,-2.468133,0.1288797,0.2768034,-2.580738
-0.062117,0.0323929,-2.34367,0.07295977,0.06168383,-2.468133,0.1288797,0.2768034,-2.580738
-0.062117,0.0323929,-2.34367,0.07295977,0.06168383,-2.468133,0.1288797,0.2768034,-2.580738
-0.04958892,-0.02684352,-2.364693,0.0766681,0.05645058,-2.47785,0.1287265,0.2766856,-2.580609
-0.04958892,-0.02684352,-2.364693,0.0766681,0.05645058,-2.47785,0.1287265,0.2766856,-2.580609
-0.04952845,-0.01976139,-2.361771,0.132314,0.04593028,-2.554055,0.1286062,0.2765753,-2.580491
-0.04952845,-0.01976139,-2.361771,0.132314,0.04593028,-2.554055,0.1286062,0.2765753,-2.580491
-0.04952845,-0.01976139,-2.361771,0.132314,0.04593028,-2.554055,0.1286062,0.2765753,-2.580491
-0.04952845,-0.01976139,-2.361771,0.132314,0.04593028,-2.554055,0.1286062,0.2765753,-2.580491
-0.04871912,-0.01903008,-2.361684,0.1377844,0.04413562,-2.561366,0.1285099,0.2764637,-2.580382
-0.04871912,-0.01903008,-2.361684,0.1377844,0.04413562,-2.561366,0.1285099,0.2764637,-2.580382
0.1192035,-0.1871802,-2.406322,0.1396514,0.04314422,-2.563566,0.1284854,0.2763994,-2.580335
0.1192035,-0.1871802,-2.406322,0.1396514,0.04314422,-2.563566,0.1284854,0.2763994,-2.580335
0.1192035,-0.1871802,-2.406322,0.1396514,0.04314422,-2.563566,0.1284854,0.2763994,-2.580335
0.1192035,-0.1871802,-2.406322,0.1396514,0.04314422,-2.563566,0.1284854,0.2763994,-2.580335
0.1574569,-0.2062705,-2.410864,0.1411204,0.04187417,-2.564884,0.1284626,0.2763259,-2.580283
0.1574569,-0.2062705,-2.410864,0.1411204,0.04187417,-2.564884,0.1284626,0.2763259,-2.580283
0.2105623,-0.2183451,-2.420146,0.1464969,0.03725069,-2.568275,0.1284711,0.2762478,-2.580254
0.2105623,-0.2183451,-2.420146,0.1464969,0.03725069,-2.568275,0.1284711,0.2762478,-2.580254
0.2105623,-0.2183451,-2.420146,0.1464969,0.03725069,-2.568275,0.1284711,0.2762478,-2.580254
0.2105623,-0.2183451,-2.420146,0.1464969,0.03725069,-2.568275,0.1284711,0.2762478,-2.580254
0.261743,-0.2101471,-2.427223,0.1544711,0.03449772,-2.572147,0.1284854,0.2761873,-2.580243
0.261743,-0.2101471,-2.427223,0.1544711,0.03449772,-2.572147,0.1284854,0.2761873,-2.580243
0.261743,-0.2101471,-2.427223,0.1544711,0.03449772,-2.572147,0.1284854,0.2761873,-2.580243
0.3003997,-0.1903874,-2.436421,0.1692194,0.03554908,-2.578216,0.128512,0.2761272,-2.580242
0.3003997,-0.1903874,-2.436421,0.1692194,0.03554908,-2.578216,0.128512,0.2761272,-2.580242
0.3003997,-0.1903874,-2.436421,0.1692194,0.03554908,-2.578216,0.128512,0.2761272,-2.580242
0.3003997,-0.1903874,-2.436421,0.1692194,0.03554908,-2.578216,0.128512,0.2761272,-2.580242
0.3667363,-0.1612998,-2.421975,0.2068615,0.04071599,-2.583192,0.128546,0.276079,-2.580248
0.3667363,-0.1612998,-2.421975,0.2068615,0.04071599,-2.583192,0.128546,0.276079,-2.580248
0.4150678,-0.1224166,-2.395291,0.2306336,0.04668111,-2.584073,0.1286052,0.2760177,-2.580263
0.4150678,-0.1224166,-2.395291,0.2306336,0.04668111,-2.584073,0.1286052,0.2760177,-2.580263
0.4150678,-0.1224166,-2.395291,0.2306336,0.04668111,-2.584073,0.1286052,0.2760177,-2.580263
0.4150678,-0.1224166,-2.395291,0.2306336,0.04668111,-2.584073,0.1286052,0.2760177,-2.580263
0.4388666,-0.08534203,-2.379,0.2470362,0.05267596,-2.582712,0.128676,0.2759453,-2.580296
0.4388666,-0.08534203,-2.379,0.2470362,0.05267596,-2.582712,0.128676,0.2759453,-2.580296
0.4700454,-0.02745022,-2.354028,0.2618309,0.05959681,-2.578792,0.1287314,0.2758633,-2.580304
0.4700454,-0.02745022,-2.354028,0.2618309,0.05959681,-2.578792,0.1287314,0.2758633,-2.580304
0.4700454,-0.02745022,-2.354028,0.2618309,0.05959681,-2.578792,0.1287314,0.2758633,-2.580304
0.4700454,-0.02745022,-2.354028,0.2618309,0.05959681,-2.578792,0.1287314,0.2758633,-2.580304
0.5268776,0.05451271,-2.298159,0.2997077,0.08067651,-2.552092,0.1288171,0.2757772,-2.580292
0.5268776,0.05451271,-2.298159,0.2997077,0.08067651,-2.552092,0.1288171,0.2757772,-2.580292
0.5268776,0.05451271,-2.298159,0.2997077,0.08067651,-2.552092,0.1288171,0.2757772,-2.580292
0.5268776,0.05451271,-2.298159,0.2997077,0.08067651,-2.552092,0.1288171,0.2757772,-2.580292
0.549367,0.1110474,-2.268836,0.3192996,0.09787521,-2.535964,0.1288837,0.2757125,-2.580304
0.549367,0.1110474,-2.268836,0.3192996,0.09787521,-2.535964,0.1288837,0.2757125,-2.580304
0.5618194,0.1620465,-2.246367,0.3350372,0.1186017,-2.5229,0.1289552,0.2756481,-2.580319
0.5618194,0.1620465,-2.246367,0.3350372,0.1186017,-2.5229,0.1289552,0.2756481,-2.580319
0.5582542,0.2150976,-2.222729,0.3442246,0.1395769,-2.507292,0.129022,0.2755849,-2.580327
0.5582542,0.2150976,-2.222729,0.3442246,0.1395769,-2.507292,0.129022,0.2755849,-2.580327
0.5419636,0.268216,-2.205108,0.3491849,0.1558503,-2.49508,0.1290848,0.2755397,-2.580336
0.5419636,0.268216,-2.205108,0.3491849,0.1558503,-2.49508,0.1290848,0.2755397,-2.580336
0.5419636,0.268216,-2.205108,0.3491849,0.1558503,-2.49508,0.1290848,0.2755397,-2.580336
0.5419636,0.268216,-2.205108,0.3491849,0.1558503,-2.49508,0.1290848,0.2755397,-2.580336
0.5419636,0.268216,-2.205108,0.3491849,0.1558503,-2.49508,0.1290848,0.2755397,-2.580336
0.5130936,0.3176518,-2.19123,0.3522418,0.1707269,-2.486384,0.1290972,0.2755342,-2.580333
0.5130936,0.3176518,-2.19123,0.3522418,0.1707269,-2.486384,0.1290972,0.2755342,-2.580333
0.4751667,0.3664127,-2.179229,0.3538992,0.182903,-2.480198,0.1291161,0.275522,-2.580333
