Hand_R, , ,Elbow_R, , ,Shoulder_R, , 
-0.09006905,0.132954,-2.29402,0.1483136,0.1549001,-2.378611,0.1674746,0.2939091,-2.590683
-0.08516903,0.0380083,-2.32025,0.1491411,0.1369953,-2.396258,0.1674731,0.2939413,-2.590689
-0.08516903,0.0380083,-2.32025,0.1491411,0.1369953,-2.396258,0.1674731,0.2939413,-2.590689
-0.08516903,0.0380083,-2.32025,0.1491411,0.1369953,-2.396258,0.1674731,0.2939413,-2.590689
-0.08516903,0.0380083,-2.32025,0.1491411,0.1369953,-2.396258,0.1674731,0.2939413,-2.590689
-0.07185908,-0.02625001,-2.340906,0.1503483,0.1178897,-2.41401,0.1674714,0.2939514,-2.590677
-0.07185908,-0.02625001,-2.340906,0.1503483,0.1178897,-2.41401,0.1674714,0.2939514,-2.590677
-0.04899215,-0.09069241,-2.369019,0.1515252,0.09899583,-2.431098,0.1674729,0.2939559,-2.590675
-0.04899215,-0.09069241,-2.369019,0.1515252,0.09899583,-2.431098,0.1674729,0.2939559,-2.590675
-0.01738801,-0.1342717,-2.393079,0.1551861,0.08609626,-2.446204,0.1674884,0.2939959,-2.59069
-0.01738801,-0.1342717,-2.393079,0.1551861,0.08609626,-2.446204,0.1674884,0.2939959,-2.59069
-0.01738801,-0.1342717,-2.393079,0.1551861,0.08609626,-2.446204,0.1674884,0.2939959,-2.59069
-0.01738801,-0.1342717,-2.393079,0.1551861,0.08609626,-2.446204,0.1674884,0.2939959,-2.59069
0.0323289,-0.1721171,-2.40956,0.1624271,0.07373342,-2.463852,0.167501,0.2940925,-2.590739
0.0323289,-0.1721171,-2.40956,0.1624271,0.07373342,-2.463852,0.167501,0.2940925,-2.590739
0.08497475,-0.2128063,-2.413828,0.170316,0.05551059,-2.480639,0.1675025,0.2941813,-2.590787
0.08497475,-0.2128063,-2.413828,0.170316,0.05551059,-2.480639,0.1675025,0.2941813,-2.590787
0.08497475,-0.2128063,-2.413828,0.170316,0.05551059,-2.480639,0.1675025,0.2941813,-2.590787
0.1393089,-0.2428512,-2.420019,0.1823037,0.03891543,-2.496103,0.1675062,0.2942184,-2.590809
0.1393089,-0.2428512,-2.420019,0.1823037,0.03891543,-2.496103,0.1675062,0.2942184,-2.590809
