Hand_L, , ,Shoulder_L, , 
-0.3907812,-0.2419792,-2.496032,-0.2251126,0.3186209,-2.644532
-0.3907812,-0.2419792,-2.496032,-0.2251126,0.3186209,-2.644532
-0.4362773,-0.2258022,-2.468215,-0.2260301,0.3222021,-2.653274
-0.4362773,-0.2258022,-2.468215,-0.2260301,0.3222021,-2.653274
-0.4790632,-0.1887386,-2.432483,-0.2242393,0.3186305,-2.651291
-0.4790632,-0.1887386,-2.432483,-0.2242393,0.3186305,-2.651291
-0.5194837,-0.1466297,-2.400984,-0.2232462,0.3190592,-2.648596
-0.5194837,-0.1466297,-2.400984,-0.2232462,0.3190592,-2.648596
-0.567604,-0.1006475,-2.376878,-0.2222835,0.3181046,-2.649088
-0.567604,-0.1006475,-2.376878,-0.2222835,0.3181046,-2.649088
-0.6054957,-0.05818113,-2.354428,-0.2214335,0.315758,-2.646567
-0.6054957,-0.05818113,-2.354428,-0.2214335,0.315758,-2.646567
-0.6397072,0.01112445,-2.329318,-0.2233588,0.3181101,-2.651413
-0.6397072,0.01112445,-2.329318,-0.2233588,0.3181101,-2.651413
-0.6397072,0.01112445,-2.329318,-0.2233588,0.3181101,-2.651413
-0.6397072,0.01112445,-2.329318,-0.2233588,0.3181101,-2.651413
-0.6588823,0.08965753,-2.300615,-0.222806,0.3204012,-2.653751
-0.6588823,0.08965753,-2.300615,-0.222806,0.3204012,-2.653751
-0.684744,0.164231,-2.277928,-0.2229093,0.3211783,-2.649922
-0.684744,0.164231,-2.277928,-0.2229093,0.3211783,-2.649922
-0.6894574,0.2337626,-2.256493,-0.2240763,0.3178098,-2.647793
-0.6894574,0.2337626,-2.256493,-0.2240763,0.3178098,-2.647793
-0.6842414,0.3099315,-2.235305,-0.2249838,0.3183629,-2.641196
-0.6842414,0.3099315,-2.235305,-0.2249838,0.3183629,-2.641196
-0.6613008,0.3847509,-2.228819,-0.2245119,0.2795342,-2.634843
-0.6613008,0.3847509,-2.228819,-0.2245119,0.2795342,-2.634843
-0.6613008,0.3847509,-2.228819,-0.2245119,0.2795342,-2.634843
-0.6613008,0.3847509,-2.228819,-0.2245119,0.2795342,-2.634843
-0.6276286,0.4603177,-2.215512,-0.2080227,0.2673913,-2.61628
-0.6276286,0.4603177,-2.215512,-0.2080227,0.2673913,-2.61628
-0.6276286,0.4603177,-2.215512,-0.2080227,0.2673913,-2.61628
-0.5934703,0.5205411,-2.217569,-0.2032889,0.2655305,-2.613714
-0.5934703,0.5205411,-2.217569,-0.2032889,0.2655305,-2.613714
-0.5934703,0.5205411,-2.217569,-0.2032889,0.2655305,-2.613714
-0.5934703,0.5205411,-2.217569,-0.2032889,0.2655305,-2.613714
-0.5539275,0.5759893,-2.215168,-0.2142125,0.2999161,-2.612851
-0.5539275,0.5759893,-2.215168,-0.2142125,0.2999161,-2.612851
-0.5539275,0.5759893,-2.215168,-0.2142125,0.2999161,-2.612851
-0.5539275,0.5759893,-2.215168,-0.2142125,0.2999161,-2.612851
-0.4928254,0.6138629,-2.221354,-0.2158852,0.283912,-2.606276
-0.4928254,0.6138629,-2.221354,-0.2158852,0.283912,-2.606276
-0.4376075,0.6255918,-2.224636,-0.2140006,0.2735788,-2.605344
-0.4376075,0.6255918,-2.224636,-0.2140006,0.2735788,-2.605344
-0.3789502,0.642776,-2.232095,-0.2206154,0.3008629,-2.610155
-0.3789502,0.642776,-2.232095,-0.2206154,0.3008629,-2.610155
-0.3789502,0.642776,-2.232095,-0.2206154,0.3008629,-2.610155
-0.3789502,0.642776,-2.232095,-0.2206154,0.3008629,-2.610155
-0.3224902,0.6702566,-2.230788,-0.2231985,0.3083717,-2.610807
-0.3224902,0.6702566,-2.230788,-0.2231985,0.3083717,-2.610807
-0.2702692,0.6806474,-2.237151,-0.2227372,0.3073014,-2.597968
-0.2702692,0.6806474,-2.237151,-0.2227372,0.3073014,-2.597968
-0.2702692,0.6806474,-2.237151,-0.2227372,0.3073014,-2.597968
-0.2702692,0.6806474,-2.237151,-0.2227372,0.3073014,-2.597968
-0.2191788,0.6853613,-2.247236,-0.224147,0.3074294,-2.6007
-0.2191788,0.6853613,-2.247236,-0.224147,0.3074294,-2.6007
-0.1834841,0.6789269,-2.281914,-0.2249254,0.3118235,-2.606298
-0.1834841,0.6789269,-2.281914,-0.2249254,0.3118235,-2.606298
-0.1834841,0.6789269,-2.281914,-0.2249254,0.3118235,-2.606298
-0.1834841,0.6789269,-2.281914,-0.2249254,0.3118235,-2.606298
-0.1578029,0.6705664,-2.295434,-0.2236114,0.3123989,-2.608799
-0.1578029,0.6705664,-2.295434,-0.2236114,0.3123989,-2.608799
-0.1306614,0.6555359,-2.313225,-0.2246865,0.3071921,-2.607038
-0.1306614,0.6555359,-2.313225,-0.2246865,0.3071921,-2.607038
-0.1306614,0.6555359,-2.313225,-0.2246865,0.3071921,-2.607038
-0.1306614,0.6555359,-2.313225,-0.2246865,0.3071921,-2.607038
-0.1077882,0.6429009,-2.323573,-0.2237684,0.31367,-2.614363
