Hand_L, , ,Shoulder_L, , 
-0.5213717,-0.1521343,-2.469053,-0.2090347,0.3186129,-2.632958
-0.5495895,-0.1166284,-2.44514,-0.2060265,0.3199228,-2.632127
-0.5495895,-0.1166284,-2.44514,-0.2060265,0.3199228,-2.632127
-0.5495895,-0.1166284,-2.44514,-0.2060265,0.3199228,-2.632127
-0.5495895,-0.1166284,-2.44514,-0.2060265,0.3199228,-2.632127
-0.5873048,-0.06883074,-2.41704,-0.2076835,0.3177461,-2.633199
-0.5873048,-0.06883074,-2.41704,-0.2076835,0.3177461,-2.633199
-0.627031,-0.01992215,-2.372473,-0.2097844,0.314963,-2.630548
-0.627031,-0.01992215,-2.372473,-0.2097844,0.314963,-2.630548
-0.6527316,0.04003911,-2.34179,-0.2099559,0.3171139,-2.636416
-0.6527316,0.04003911,-2.34179,-0.2099559,0.3171139,-2.636416
-0.6606627,0.1108068,-2.303022,-0.2086822,0.316654,-2.632434
-0.6606627,0.1108068,-2.303022,-0.2086822,0.316654,-2.632434
-0.6606627,0.1108068,-2.303022,-0.2086822,0.316654,-2.632434
-0.6606627,0.1108068,-2.303022,-0.2086822,0.316654,-2.632434
-0.6720213,0.1824626,-2.263956,-0.2065115,0.3147381,-2.629105
-0.6720213,0.1824626,-2.263956,-0.2065115,0.3147381,-2.629105
-0.6703075,0.2417634,-2.245598,-0.2070194,0.3112064,-2.623539
-0.6703075,0.2417634,-2.245598,-0.2070194,0.3112064,-2.623539
-0.6460431,0.3074265,-2.221817,-0.2092078,0.3176571,-2.624947
-0.6460431,0.3074265,-2.221817,-0.2092078,0.3176571,-2.624947
-0.620518,0.3851513,-2.19731,-0.2093752,0.3136575,-2.623915
-0.620518,0.3851513,-2.19731,-0.2093752,0.3136575,-2.623915
-0.5848308,0.4492219,-2.183831,-0.2080529,0.3162365,-2.622633
-0.5848308,0.4492219,-2.183831,-0.2080529,0.3162365,-2.622633
-0.5848308,0.4492219,-2.183831,-0.2080529,0.3162365,-2.622633
-0.5848308,0.4492219,-2.183831,-0.2080529,0.3162365,-2.622633
-0.5848308,0.4492219,-2.183831,-0.2080529,0.3162365,-2.622633
-0.5353117,0.5093895,-2.18461,-0.2107015,0.3184222,-2.620416
-0.5353117,0.5093895,-2.18461,-0.2107015,0.3184222,-2.620416
-0.4797125,0.5563042,-2.181283,-0.2090641,0.3186636,-2.617911
-0.4797125,0.5563042,-2.181283,-0.2090641,0.3186636,-2.617911
-0.4243858,0.592705,-2.187604,-0.2098711,0.3105911,-2.612752
-0.4243858,0.592705,-2.187604,-0.2098711,0.3105911,-2.612752
-0.3771558,0.6227206,-2.202022,-0.2113219,0.309851,-2.610955
-0.3771558,0.6227206,-2.202022,-0.2113219,0.309851,-2.610955
-0.3771558,0.6227206,-2.202022,-0.2113219,0.309851,-2.610955
-0.3771558,0.6227206,-2.202022,-0.2113219,0.309851,-2.610955
-0.3282639,0.6243927,-2.204799,-0.210444,0.3124595,-2.607723
-0.3282639,0.6243927,-2.204799,-0.210444,0.3124595,-2.607723
-0.2800819,0.6369371,-2.2228,-0.2092833,0.3123809,-2.605074
-0.2800819,0.6369371,-2.2228,-0.2092833,0.3123809,-2.605074
-0.2374448,0.6392816,-2.234837,-0.2124973,0.3133476,-2.604677
-0.2374448,0.6392816,-2.234837,-0.2124973,0.3133476,-2.604677
-0.1987239,0.6506394,-2.259138,-0.2113866,0.3123875,-2.602626
-0.1987239,0.6506394,-2.259138,-0.2113866,0.3123875,-2.602626
-0.1637904,0.6568388,-2.272877,-0.2133545,0.3109765,-2.602491
-0.1637904,0.6568388,-2.272877,-0.2133545,0.3109765,-2.602491
-0.1637904,0.6568388,-2.272877,-0.2133545,0.3109765,-2.602491
-0.1637904,0.6568388,-2.272877,-0.2133545,0.3109765,-2.602491
-0.1346923,0.6555018,-2.287274,-0.2120704,0.3101562,-2.602501
-0.1346923,0.6555018,-2.287274,-0.2120704,0.3101562,-2.602501
-0.1346923,0.6555018,-2.287274,-0.2110156,0.3105139,-2.603039
-0.1122134,0.646765,-2.301886,-0.2110156,0.3105139,-2.603039
-0.1122134,0.646765,-2.301886,-0.2110156,0.3105139,-2.603039
-0.09488871,0.6295865,-2.32009,-0.2099385,0.3118397,-2.602433
-0.09488871,0.6295865,-2.32009,-0.2099385,0.3118397,-2.602433
-0.08624864,0.6228872,-2.332986,-0.2109319,0.3116172,-2.604653
-0.08624864,0.6228872,-2.332986,-0.2109319,0.3116172,-2.604653
-0.07353526,0.6172633,-2.346034,-0.2119625,0.3119384,-2.60615
-0.07353526,0.6172633,-2.346034,-0.2119625,0.3119384,-2.60615
-0.07353526,0.6172633,-2.346034,-0.2119625,0.3119384,-2.60615
-0.07353526,0.6172633,-2.346034,-0.2119625,0.3119384,-2.60615
-0.06144369,0.6167618,-2.342527,-0.2120816,0.3077266,-2.607578
-0.06144369,0.6167618,-2.342527,-0.2120816,0.3077266,-2.607578
-0.06281535,0.6107782,-2.35055,-0.2112415,0.3112555,-2.615009
-0.06281535,0.6107782,-2.35055,-0.2112415,0.3112555,-2.615009
-0.06151474,0.6051565,-2.354834,-0.2089138,0.309607,-2.609799
-0.06151474,0.6051565,-2.354834,-0.2089138,0.309607,-2.609799
-0.06151474,0.6051565,-2.354834,-0.2089138,0.309607,-2.609799
-0.06151474,0.6051565,-2.354834,-0.2089138,0.309607,-2.609799
-0.06545091,0.6040071,-2.350667,-0.2089534,0.3089423,-2.607482
-0.06545091,0.6040071,-2.350667,-0.2089534,0.3089423,-2.607482
-0.06743003,0.6105644,-2.350204,-0.2106086,0.3081722,-2.607992
-0.06743003,0.6105644,-2.350204,-0.2106086,0.3081722,-2.607992
