Hand_L, , ,Shoulder_L, , 
-0.1024777,0.4909023,-2.226096,-0.1614055,0.2974057,-2.584044
-0.09582443,0.5006409,-2.230084,-0.1610384,0.2976165,-2.584175
-0.09582443,0.5006409,-2.230084,-0.1610384,0.2976165,-2.584175
-0.09582443,0.5006409,-2.230084,-0.1610384,0.2976165,-2.584175
-0.09582443,0.5006409,-2.230084,-0.1610384,0.2976165,-2.584175
-0.09582443,0.5006409,-2.230084,-0.1610384,0.2976165,-2.584175
-0.08765644,0.5084676,-2.230646,-0.1581025,0.2997437,-2.586677
-0.08765644,0.5084676,-2.230646,-0.1581025,0.2997437,-2.586677
-0.07538588,0.4986694,-2.229942,-0.1531845,0.3114648,-2.587942
-0.07538588,0.4986694,-2.229942,-0.1531845,0.3114648,-2.587942
-0.07538588,0.4986694,-2.229942,-0.1531845,0.3114648,-2.587942
-0.07538588,0.4986694,-2.229942,-0.1531845,0.3114648,-2.587942
-0.0546764,0.4931983,-2.231738,-0.1520095,0.3070372,-2.585598
-0.0546764,0.4931983,-2.231738,-0.1520095,0.3070372,-2.585598
-0.03373069,0.4856868,-2.229563,-0.1539264,0.3031566,-2.583611
-0.03373069,0.4856868,-2.229563,-0.1539264,0.3031566,-2.583611
-0.005281066,0.4639329,-2.22019,-0.1612769,0.2828181,-2.582821
-0.005281066,0.4639329,-2.22019,-0.1612769,0.2828181,-2.582821
-0.005281066,0.4639329,-2.22019,-0.1612769,0.2828181,-2.582821
-0.005281066,0.4639329,-2.22019,-0.1612769,0.2828181,-2.582821
0.04165994,0.4208081,-2.21923,-0.166707,0.2778341,-2.579666
0.04165994,0.4208081,-2.21923,-0.166707,0.2778341,-2.579666
0.0928272,0.3305899,-2.21992,-0.170914,0.2711492,-2.57808
0.0928272,0.3305899,-2.21992,-0.170914,0.2711492,-2.57808
0.1144974,0.2405108,-2.221332,-0.1772705,0.2645167,-2.571495
0.1144974,0.2405108,-2.221332,-0.1772705,0.2645167,-2.571495
0.1207094,0.1480055,-2.240397,-0.1825585,0.2588934,-2.566708
0.1207094,0.1480055,-2.240397,-0.1825585,0.2588934,-2.566708
0.1012713,0.06373606,-2.281761,-0.1714136,0.2907316,-2.572759
0.1012713,0.06373606,-2.281761,-0.1714136,0.2907316,-2.572759
0.07215302,-0.03301086,-2.313246,-0.1660526,0.3066996,-2.586178
0.07215302,-0.03301086,-2.313246,-0.1660526,0.3066996,-2.586178
0.07215302,-0.03301086,-2.313246,-0.1660526,0.3066996,-2.586178
0.02695328,-0.09223539,-2.335163,-0.16485,0.3096755,-2.585753
0.02695328,-0.09223539,-2.335163,-0.16485,0.3096755,-2.585753
-0.02199094,-0.1407353,-2.36811,-0.1664166,0.309976,-2.587352
-0.02199094,-0.1407353,-2.36811,-0.1664166,0.309976,-2.587352
-0.06153536,-0.1803633,-2.399771,-0.1659439,0.3058166,-2.584815
-0.06153536,-0.1803633,-2.399771,-0.1659439,0.3058166,-2.584815
-0.06153536,-0.1803633,-2.399771,-0.1659439,0.3058166,-2.584815
-0.06153536,-0.1803633,-2.399771,-0.1659439,0.3058166,-2.584815
-0.1200183,-0.2074336,-2.421834,-0.1650354,0.3093399,-2.586006
-0.1200183,-0.2074336,-2.421834,-0.1650354,0.3093399,-2.586006
-0.1672874,-0.2184594,-2.441723,-0.1632456,0.3082759,-2.584848
-0.1672874,-0.2184594,-2.441723,-0.1632456,0.3082759,-2.584848
-0.2222191,-0.2358216,-2.431626,-0.1631639,0.3069412,-2.581096
-0.2222191,-0.2358216,-2.431626,-0.1631639,0.3069412,-2.581096
-0.2222191,-0.2358216,-2.431626,-0.1631639,0.3069412,-2.581096
-0.2222191,-0.2358216,-2.431626,-0.1631639,0.3069412,-2.581096
-0.2817232,-0.2297168,-2.433008,-0.1616044,0.3111354,-2.585111
-0.2817232,-0.2297168,-2.433008,-0.1616044,0.3111354,-2.585111
-0.3508933,-0.2034701,-2.431809,-0.1610967,0.3033893,-2.584412
-0.3508933,-0.2034701,-2.431809,-0.1610967,0.3033893,-2.584412
-0.4096936,-0.1720066,-2.423104,-0.1581036,0.2987829,-2.582472
-0.4096936,-0.1720066,-2.423104,-0.1581036,0.2987829,-2.582472
-0.4096936,-0.1720066,-2.423104,-0.1581036,0.2987829,-2.582472
-0.4096936,-0.1720066,-2.423104,-0.1581036,0.2987829,-2.582472
-0.4471133,-0.1296489,-2.406308,-0.1565223,0.3022289,-2.585813
-0.4471133,-0.1296489,-2.406308,-0.1565223,0.3022289,-2.585813
-0.4851426,-0.07398769,-2.372895,-0.1557659,0.3031546,-2.587212
-0.4851426,-0.07398769,-2.372895,-0.1557659,0.3031546,-2.587212
-0.5146901,-0.01165734,-2.34343,-0.1556954,0.3039396,-2.589019
