Hand_R, , ,Shoulder_R, , 
0.594102,-0.01025091,-2.809483,0.05232396,0.3029987,-2.636837
0.594102,-0.01025091,-2.809483,0.05232396,0.3029987,-2.636837
0.6081642,0.05243282,-2.771405,0.05223194,0.3041086,-2.634279
0.6081642,0.05243282,-2.771405,0.05223194,0.3041086,-2.634279
0.6579124,0.2125956,-2.795088,0.05261551,0.3032264,-2.637516
0.6579124,0.2125956,-2.795088,0.05261551,0.3032264,-2.637516
0.6768077,0.3238684,-2.788073,0.05377026,0.3012366,-2.631369
0.6768077,0.3238684,-2.788073,0.05377026,0.3012366,-2.631369
0.6729512,0.4137805,-2.767415,0.05358847,0.3030925,-2.62911
0.6729512,0.4137805,-2.767415,0.05358847,0.3030925,-2.62911
0.6628158,0.4974627,-2.744752,0.05460395,0.3061984,-2.631238
0.6628158,0.4974627,-2.744752,0.05460395,0.3061984,-2.631238
0.6628158,0.4974627,-2.744752,0.05460395,0.3061984,-2.631238
0.6628158,0.4974627,-2.744752,0.05460395,0.3061984,-2.631238
0.6238111,0.6219115,-2.664435,0.05862954,0.3076326,-2.63008
0.6238111,0.6219115,-2.664435,0.05862954,0.3076326,-2.63008
0.5882815,0.697636,-2.60996,0.06015739,0.3106187,-2.625861
0.5882815,0.697636,-2.60996,0.06015739,0.3106187,-2.625861
0.5473668,0.7431608,-2.55508,0.06260464,0.3150707,-2.624976
0.5473668,0.7431608,-2.55508,0.06260464,0.3150707,-2.624976
0.5473668,0.7431608,-2.55508,0.06260464,0.3150707,-2.624976
0.4769977,0.7532263,-2.49477,0.06207827,0.3165347,-2.61976
0.4769977,0.7532263,-2.49477,0.06207827,0.3165347,-2.61976
0.4241558,0.7638546,-2.438414,0.05944295,0.3162138,-2.61317
0.4241558,0.7638546,-2.438414,0.05944295,0.3162138,-2.61317
0.3812472,0.7702448,-2.379796,0.06124696,0.3079308,-2.60286
0.3812472,0.7702448,-2.379796,0.06124696,0.3079308,-2.60286
0.3413231,0.7690812,-2.330222,0.06274898,0.3023236,-2.597775
0.3413231,0.7690812,-2.330222,0.06274898,0.3023236,-2.597775
0.3413231,0.7690812,-2.330222,0.06274898,0.3023236,-2.597775
0.3413231,0.7690812,-2.330222,0.06274898,0.3023236,-2.597775
0.2642065,0.7486923,-2.249296,0.0633915,0.30133,-2.594692
0.2642065,0.7486923,-2.249296,0.0633915,0.30133,-2.594692
0.2201987,0.7240849,-2.195681,0.05748994,0.3016005,-2.584134
0.2201987,0.7240849,-2.195681,0.05748994,0.3016005,-2.584134
0.1790126,0.7026,-2.1529,0.05683973,0.3013079,-2.583287
0.1790126,0.7026,-2.1529,0.05683973,0.3013079,-2.583287
0.1428346,0.6722653,-2.116895,0.05310677,0.3029298,-2.57223
0.1428346,0.6722653,-2.116895,0.05310677,0.3029298,-2.57223
0.1152564,0.6441811,-2.080596,0.05053029,0.2969853,-2.568912
0.1152564,0.6441811,-2.080596,0.05053029,0.2969853,-2.568912
0.1152564,0.6441811,-2.080596,0.05053029,0.2969853,-2.568912
0.1152564,0.6441811,-2.080596,0.05053029,0.2969853,-2.568912
0.07725417,0.576117,-2.03594,0.05293438,0.2970906,-2.567258
0.07725417,0.576117,-2.03594,0.05293438,0.2970906,-2.567258
0.0488283,0.5354674,-1.996058,0.05229894,0.2991673,-2.566383
0.0488283,0.5354674,-1.996058,0.05229894,0.2991673,-2.566383
0.02430782,0.4872739,-1.966119,0.05298277,0.3002938,-2.566823
0.02430782,0.4872739,-1.966119,0.05298277,0.3002938,-2.566823
0.00431774,0.4453388,-1.946536,0.04548781,0.3135379,-2.56122
0.00431774,0.4453388,-1.946536,0.04548781,0.3135379,-2.56122
-0.006824747,0.4066792,-1.930128,0.05152281,0.2986957,-2.559202
-0.006824747,0.4066792,-1.930128,0.05152281,0.2986957,-2.559202
-0.00504628,0.3733535,-1.938599,0.05309497,0.2940779,-2.561321
-0.00504628,0.3733535,-1.938599,0.05309497,0.2940779,-2.561321
-0.00504628,0.3733535,-1.938599,0.05309497,0.2940779,-2.561321
-0.00504628,0.3733535,-1.938599,0.05309497,0.2940779,-2.561321
-0.01645719,0.335451,-1.962624,0.05428811,0.2940353,-2.564352
-0.01645719,0.335451,-1.962624,0.05428811,0.2940353,-2.564352
-0.01645719,0.335451,-1.962624,0.05428811,0.2940353,-2.564352
-0.01645719,0.335451,-1.962624,0.05428811,0.2940353,-2.564352
-0.01670904,0.3182194,-1.9702,0.05610793,0.2953481,-2.566092
-0.01670904,0.3182194,-1.9702,0.05610793,0.2953481,-2.566092
-0.01531992,0.3096665,-1.963848,0.06058725,0.2950719,-2.567379
-0.01531992,0.3096665,-1.963848,0.06058725,0.2950719,-2.567379
-0.02645784,0.299603,-1.975669,0.06217519,0.2958573,-2.568885
-0.02645784,0.299603,-1.975669,0.06217519,0.2958573,-2.568885
-0.02645784,0.299603,-1.975669,0.06217519,0.2958573,-2.568885
-0.02645784,0.299603,-1.975669,0.06217519,0.2958573,-2.568885
-0.02645784,0.299603,-1.975669,0.06217519,0.2958573,-2.568885
-0.0201838,0.2983626,-1.978925,0.06315333,0.2966228,-2.568013
-0.0201838,0.2983626,-1.978925,0.06315333,0.2966228,-2.568013
-0.01741329,0.2973679,-1.979377,0.06312726,0.2963332,-2.567338
-0.01741329,0.2973679,-1.979377,0.06312726,0.2963332,-2.567338
-0.01087775,0.301961,-1.960385,0.06359356,0.2967017,-2.566321
-0.01087775,0.301961,-1.960385,0.06359356,0.2967017,-2.566321
